person_id,positive_product_id,negative_product_id,negative_type,negative_distance,label_positive,label_negative
Anneliese,tracie-top#Opal,funnel-neck-knit-jumper#BlueMulti,semi-hard,0.5142533028768984,1,0
Anneliese,tracie-top#Opal,ivy-cosy-pullover#Storm,random,0.6829421456352637,1,0
Bree,belle-half-sleeve-forgiver-tunic#Apricot,mila-knit-cardigan#StoneBlack,hard,0.23693712829226848,1,0
Bree,belle-half-sleeve-forgiver-tunic#Apricot,belle-v-neck-forgiver-tunic#White,semi-hard,0.42892889172094784,1,0
Bree,belle-half-sleeve-forgiver-tunic#Apricot,the-luxe-long-sleeve-tee#GreyMarle,random,0.46560307121054784,1,0
Bree,belle-half-sleeve-forgiver-tunic#Black,butterfly-blouse-1#Ivory,hard,0.22721490607004624,1,0
Bree,belle-half-sleeve-forgiver-tunic#Black,ava-short-sleeve-linen-tee#Blush,semi-hard,0.345964316057774,1,0
Bree,belle-half-sleeve-forgiver-tunic#Black,layer-me-bamboo-rouched-sleeve-tee#Fern,random,0.2941323279524214,1,0
Bree,belle-half-sleeve-forgiver-tunic#BlueBonnet,cara-tee-4#Black,hard,0.2506950344567167,1,0
Bree,belle-half-sleeve-forgiver-tunic#BlueBonnet,printed-tunic-7#RedCheck,semi-hard,0.448241173416407,1,0
Bree,belle-half-sleeve-forgiver-tunic#BlueBonnet,runaway-top#SoftMint,random,0.4012870134365461,1,0
Bree,belle-half-sleeve-forgiver-tunic#FlamPink,leah-knit-cardigan#Black,hard,0.21685665061833287,1,0
Bree,belle-half-sleeve-forgiver-tunic#FlamPink,drama-top#BlackGrey,semi-hard,0.34892853771358445,1,0
Bree,belle-half-sleeve-forgiver-tunic#FlamPink,niue-neck-tie-shirt#LightBlue,random,0.30132634758802984,1,0
Bree,belle-half-sleeve-forgiver-tunic#MutedClay,ynes#Black,hard,0.2472871235721703,1,0
Bree,belle-half-sleeve-forgiver-tunic#MutedClay,snake-print-johnny-collar-top#BeigeSnake,semi-hard,0.3820152459171151,1,0
Bree,belle-half-sleeve-forgiver-tunic#MutedClay,ava-short-sleeve-linen-tee#Navy,random,0.345964316057774,1,0
Bree,belle-half-sleeve-forgiver-tunic#White,hannah-tee-1#Black,hard,0.25675682054186727,1,0
Bree,belle-half-sleeve-forgiver-tunic#White,arya-frilled-blouse#Oyster,semi-hard,0.3628245067497404,1,0
Bree,belle-half-sleeve-forgiver-tunic#White,circles-knit#Plum,random,0.326960020768432,1,0
Charlotte,natural-classic-cardigan#Pebble,stara-cardigan#GreyMarle,hard,0.31769113158691326,1,0
Charlotte,natural-classic-cardigan#Pebble,2-in-1-layered-top-1#NavyWhite,semi-hard,0.4908543345267911,1,0
Charlotte,natural-classic-cardigan#Pebble,the-pocket-tee#GreyStripe,random,0.5545739413605418,1,0
Charlotte,natural-cosy-sweater#Rosered,faith-jumper#Eventide,hard,0.2940102678144788,1,0
Charlotte,natural-cosy-sweater#Rosered,mixed-messages-jumper#MixedStrip,semi-hard,0.443317971733586,1,0
Charlotte,natural-cosy-sweater#Rosered,buttoned-top#Spotty,random,0.5390317567736923,1,0
Charlotte,natural-cropped-sleeve-knit#Cloudcover,falling-for-you-cardi#Mustard,hard,0.3136094674556213,1,0
Charlotte,natural-cropped-sleeve-knit#Cloudcover,waterfall-cardi-1#Black,semi-hard,0.4320236315602228,1,0
Charlotte,natural-cropped-sleeve-knit#Cloudcover,belle-half-sleeve-boat-tee#Black,random,0.4540646410704464,1,0
Charlotte,natural-cross-back-knit#Lightsmoke,the-cotton-bamboo-tee#BlueJeans,hard,0.27548675083604346,1,0
Charlotte,natural-cross-back-knit#Lightsmoke,sunshine-in-me-tee-1#GreyMarle,semi-hard,0.5056145777299623,1,0
Charlotte,natural-cross-back-knit#Lightsmoke,belle-tier-tee#Blue,random,0.7143534445845009,1,0
Charlotte,natural-crossover-knit-1#Stormcloud,bamboo-layer-tank#Black,hard,0.27891313530734296,1,0
Charlotte,natural-crossover-knit-1#Stormcloud,bo-cosy-cardigan#Storm,semi-hard,0.4340811343514947,1,0
Charlotte,natural-crossover-knit-1#Stormcloud,long-sleeve-softly-swinging-bamboo-tee#BlueJeans,random,0.5684209717821899,1,0
Charlotte,natural-detailed-sweater#Tinroof,renee-sweater#Sapphire,hard,0.2766074439183769,1,0
Charlotte,natural-detailed-sweater#Tinroof,to-the-beat-of-the-drum-kimono#Leaf,semi-hard,0.5123315132620344,1,0
Charlotte,natural-detailed-sweater#Tinroof,bubbles-print-tee#Cambridge,random,0.3516994460362298,1,0
Charlotte,natural-extra-fine-sweater#Snowgum,the-cotton-bamboo-tee#White,hard,0.27548675083604346,1,0
Charlotte,natural-extra-fine-sweater#Snowgum,tie-back-bell-sleeve-top-5#Summerbud,semi-hard,0.4736719800328556,1,0
Charlotte,natural-extra-fine-sweater#Snowgum,layer-me-cotton-candy-top#Cream,random,0.6563574244724943,1,0
Charlotte,natural-overlay-knit#Greybloss,manhattan-stretch-tee#NavyWhtStr,hard,0.2937450829542789,1,0
Charlotte,natural-overlay-knit#Greybloss,belle-half-sleeve-forgiver-tunic#Black,semi-hard,0.5091237690713174,1,0
Charlotte,natural-overlay-knit#Greybloss,the-cotton-bamboo-tank#White,random,0.5848991612285102,1,0
Charlotte,natural-pattern-cocoon-cardigan#Blossom,leah-knit-cardigan#Black,hard,0.29844500816640734,1,0
Charlotte,natural-pattern-cocoon-cardigan#Blossom,the-contrast-detail-top#Ivory,semi-hard,0.5344943518020442,1,0
Charlotte,natural-pattern-cocoon-cardigan#Blossom,layer-me-bamboo-rouched-sleeve-tee#Black,random,0.38815096063091503,1,0
Charlotte,natural-rolled-neck-tunic#BlueDam,shirt-in-a-box#Silver,hard,0.3021865330205762,1,0
Charlotte,natural-rolled-neck-tunic#BlueDam,rosie-bell-sleeve-denim-shirt#Stripe,semi-hard,0.45635860503828357,1,0
Charlotte,natural-rolled-neck-tunic#BlueDam,butterfly-kisses-tee#MustardStr,random,0.5367469069392146,1,0
Charlotte,natural-textured-poncho#Deeprain,the-uneven-hem-knit-1#Sage,hard,0.2810379918588874,1,0
Charlotte,natural-textured-poncho#Deeprain,belle-v-neck-forgiver-tunic#Charcoal,semi-hard,0.5386638182657312,1,0
Charlotte,natural-textured-poncho#Deeprain,bamboo-layer-tank#Chalk,random,0.27891313530734296,1,0
Charlotte,natural-tie-tunic#BlueSky,manhattan-stretch-tee#Black,hard,0.2937450829542789,1,0
Charlotte,natural-tie-tunic#BlueSky,sparkly-star-tee#Blue,semi-hard,0.433006290710635,1,0
Charlotte,natural-tie-tunic#BlueSky,belle-half-sleeve-boat-tee#White,random,0.4540646410704464,1,0
Charlotte,natural-waterfall-cardigan#Fallendust,cara-tee-2#BlackSpot,hard,0.3040324026676384,1,0
Charlotte,natural-waterfall-cardigan#Fallendust,aigli-top#White,semi-hard,0.4541334057902888,1,0
Charlotte,natural-waterfall-cardigan#Fallendust,art-deco-print-top#NavyWhite,random,0.43539069098191907,1,0
Chelsea,2-in-1-layered-knit-top#Khaki,the-long-sleeve-v-neck-tee#White,hard,0.3113167614134821,1,0
Chelsea,2-in-1-layered-knit-top#Khaki,lola-bell-sleeve-top-entangled-vines#Gold,semi-hard,0.5294760559591069,1,0
Chelsea,2-in-1-layered-knit-top#Khaki,natural-cosy-sweater#Rosered,random,0.5714285714285714,1,0
Chelsea,2-in-1-layered-knit-top#Navy,holly-rib-long-sleeve-tee#Khaki,hard,0.2361553409130786,1,0
Chelsea,2-in-1-layered-knit-top#Navy,fundamental-sydney-crew#GreyMarle,semi-hard,0.47904932975400916,1,0
Chelsea,2-in-1-layered-knit-top#Navy,the-boat-neck-top-1#Ink,random,0.6094747912060918,1,0
Chelsea,2-in-1-layered-knit-top#PalePink,the-panel-luxe-top#SilvWhite,hard,0.3289145567954521,1,0
Chelsea,2-in-1-layered-knit-top#PalePink,lucy-rib-oversized-top#Black,semi-hard,0.45739628294206414,1,0
Chelsea,2-in-1-layered-knit-top#PalePink,the-stripe-jersey-top#Blue,random,0.4784461960908165,1,0
Chelsea,2-in-1-layered-top-1#NavyWhite,the-panel-luxe-top#BlkWhite,hard,0.3289145567954521,1,0
Chelsea,2-in-1-layered-top-1#NavyWhite,natural-extra-fine-sweater#Snowgum,semi-hard,0.44495729082593494,1,0
Chelsea,2-in-1-layered-top-1#NavyWhite,summer-haze-top#Teal,random,0.7152416811418746,1,0
Chelsea,2-in-1-layered-top-1#PinkWhite,everyday-linen-tunic#BotanicalB,hard,0.28161078359125524,1,0
Chelsea,2-in-1-layered-top-1#PinkWhite,wellington-tee#ClaySpot,semi-hard,0.5278110415131417,1,0
Chelsea,2-in-1-layered-top-1#PinkWhite,kimono-and-me-cardi#DustyPink,random,0.5007711886338913,1,0
Chelsea,always-mine-v-neck-knit#Terracotta,magnolia-fields-keyhole-blouse#Magnolia,hard,0.28694467838719867,1,0
Chelsea,always-mine-v-neck-knit#Terracotta,fern-print-top#Navy,semi-hard,0.4823281836684563,1,0
Chelsea,always-mine-v-neck-knit#Terracotta,the-cotton-bamboo-tee#White,random,0.27617051794925784,1,0
Chelsea,ava-short-sleeve-linen-tee#Blush,cara-tee-4#Black,hard,0.3326879803137172,1,0
Chelsea,ava-short-sleeve-linen-tee#Blush,the-soft-knit-jumper#PinkStripe,semi-hard,0.5347054075867634,1,0
Chelsea,ava-short-sleeve-linen-tee#Blush,rama-top#Stonewash,random,0.7413088439133944,1,0
Chelsea,ava-short-sleeve-linen-tee#Navy,shirt-in-a-box#Silver,hard,0.3009209302733621,1,0
Chelsea,ava-short-sleeve-linen-tee#Navy,sequin-spot-shirt#Blue,semi-hard,0.5625137075832544,1,0
Chelsea,ava-short-sleeve-linen-tee#Navy,cara-tee-4#BlackWhite,random,0.3326879803137172,1,0
Chelsea,bird-print-jumper#Navy,mila-knit-cardigan#InkWhite,hard,0.2798556646313647,1,0
Chelsea,bird-print-jumper#Navy,the-ruffle-sleeve-top#NavyStripe,semi-hard,0.5103410008071024,1,0
Chelsea,bird-print-jumper#Navy,natural-cross-back-knit#Lightsmoke,random,0.5177730696798494,1,0
Chelsea,cara-tee-2#BlackSpot,forget-me-knot-tunic#ForgetMeK,hard,0.16989178685475664,1,0
Chelsea,cara-tee-2#BlackSpot,the-cape-jersey-top#DarkNavy,semi-hard,0.4380683164017265,1,0
Chelsea,cara-tee-2#BlackSpot,the-long-sleeve-scoop-neck-tee#White,random,0.5083736884584342,1,0
Chelsea,cara-tee-2#Blush,cuddled-longline-cardigan#Sunflower,hard,0.3215853861810015,1,0
Chelsea,cara-tee-2#Blush,2-in-1-jumper#Navy,semi-hard,0.512521603151209,1,0
Chelsea,cara-tee-2#Blush,circles-knit#Plum,random,0.4215531459451872,1,0
Chelsea,cara-tee-2#WhiteBlk,geena-xo-ls-pullover-knit#Allure,hard,0.3183756184861565,1,0
Chelsea,cara-tee-2#WhiteBlk,printed-v-neck-top#Striped,semi-hard,0.5515032284100081,1,0
Chelsea,cara-tee-2#WhiteBlk,boho-embroidered-top#BohoDenim,random,0.42722479559251847,1,0
Chelsea,cascade-hood-top#Black,stara-cardigan#GreyMarle,hard,0.3333921845574388,1,0
Chelsea,cascade-hood-top#Black,frill-blouse#Rust,semi-hard,0.45970409165877113,1,0
Chelsea,cascade-hood-top#Black,long-sleeve-softly-swinging-bamboo-tee#Navy,random,0.5629833293855493,1,0
Chelsea,colourblock-cardi#NavyRed,mila-knit-cardigan#StoneBlack,hard,0.2798556646313647,1,0
Chelsea,colourblock-cardi#NavyRed,lola-bell-sleeve-top-ditsy-daisies#Blue,semi-hard,0.5294760559591069,1,0
Chelsea,colourblock-cardi#NavyRed,the-long-sleeve-v-neck-tee#Navy,random,0.3113167614134821,1,0
Chelsea,cotton-modal-print-top#PinkNavy,monaco-knot-top#HeatheGrey,hard,0.2273775529003053,1,0
Chelsea,cotton-modal-print-top#PinkNavy,ruffle-sleeve-top-1#Black,semi-hard,0.558006654209215,1,0
Chelsea,cotton-modal-print-top#PinkNavy,st-helens-henley-tee#White,random,0.3843403472295329,1,0
Chelsea,cross-over-top-with-pocket#BlackWhite,born-to-run-shirt-jacket#Leopard,hard,0.32643512913640027,1,0
Chelsea,cross-over-top-with-pocket#BlackWhite,the-french-cuff-shirt#White,semi-hard,0.5243293153665298,1,0
Chelsea,cross-over-top-with-pocket#BlackWhite,blue-waters-cotton-blouse#White,random,0.5662068046636488,1,0
Chelsea,cross-over-top-with-pocket#Emerald,lake-house-top#CoalPrint,hard,0.3133849615749026,1,0
Chelsea,cross-over-top-with-pocket#Emerald,fundamental-rib-long-sleeve-tee#White,semi-hard,0.4369308611432782,1,0
Chelsea,cross-over-top-with-pocket#Emerald,cable-knit-sweater#Camel,random,0.30497398849001645,1,0
Chelsea,cross-over-top-with-pocket#NavyMustrd,holly-rib-long-sleeve-tee#Black,hard,0.2361553409130786,1,0
Chelsea,cross-over-top-with-pocket#NavyMustrd,bo-cosy-cardigan#Blossom,semi-hard,0.4326409358879882,1,0
Chelsea,cross-over-top-with-pocket#NavyMustrd,belle-polka-dot-blouse#WhiteSpot,random,0.7556149002526582,1,0
Chelsea,daylight-cardi#Silver,ricki-one-shoulder-top#BlackWhite,hard,0.2920022283047338,1,0
Chelsea,daylight-cardi#Silver,still-the-one-ruffle-blouse#Spot,semi-hard,0.4473881022563778,1,0
Chelsea,daylight-cardi#Silver,karmen-top#HighRiskRe,random,0.44096454597559975,1,0
Chelsea,daylight-jumper#Silver,back-to-you-top#BlackMagic,hard,0.2638265650770256,1,0
Chelsea,daylight-jumper#Silver,belle-drape-tee#Sliver,semi-hard,0.5559513391760535,1,0
Chelsea,daylight-jumper#Silver,the-cross-over-printed-blouse#Leopard,random,0.6351803479313611,1,0
Chelsea,drapey-stripe-tee#Navy,monaco-knot-top#Black,hard,0.2273775529003053,1,0
Chelsea,drapey-stripe-tee#Navy,the-panel-hem-top#Khaki,semi-hard,0.47460752447626064,1,0
Chelsea,drapey-stripe-tee#Navy,the-cut-out-shoulder-blouse#Clay,random,0.5779857309541355,1,0
Chelsea,falling-for-you-cardi#Black,paige-top#Black,hard,0.28970008538910524,1,0
Chelsea,falling-for-you-cardi#Black,frill-me-tie-throw-on#WhiteBlk,semi-hard,0.4600772120749553,1,0
Chelsea,falling-for-you-cardi#Black,the-roll-neck-sweater#Natural,random,0.4935599946193166,1,0
Chelsea,falling-for-you-cardi#Dusty,manhattan-stretch-tee#Navy,hard,0.29212066182405166,1,0
Chelsea,falling-for-you-cardi#Dusty,wellington-tee#HeatheGrey,semi-hard,0.5278110415131417,1,0
Chelsea,falling-for-you-cardi#Dusty,printed-tunic-7#RedCheck,random,0.5584529731199775,1,0
Chelsea,falling-for-you-cardi#GreyMarle,leary-cardigan#Pine,hard,0.2921261448573534,1,0
Chelsea,falling-for-you-cardi#GreyMarle,the-tie-front-tank#Navy,semi-hard,0.5119966027125662,1,0
Chelsea,falling-for-you-cardi#GreyMarle,the-bonded-cotton-tunic-dress#Navy,random,0.6522750750078956,1,0
Chelsea,falling-for-you-cardi#Khaki,overlay-tunic-3-pce-set#Emerald,hard,0.24171732989437483,1,0
Chelsea,falling-for-you-cardi#Khaki,the-relaxed-long-sleeve-tee#White,semi-hard,0.5024044928705945,1,0
Chelsea,falling-for-you-cardi#Khaki,sugar-snaps-layers-tank#Mint,random,0.6206072678703022,1,0
Chelsea,falling-for-you-cardi#Mustard,the-cotton-bamboo-tee#DustyPink,hard,0.27617051794925784,1,0
Chelsea,falling-for-you-cardi#Mustard,sunshine-in-me-tee-1#White,semi-hard,0.5497376916868442,1,0
Chelsea,falling-for-you-cardi#Mustard,maui-stretch-tee#Navy,random,0.39151050987823277,1,0
Chelsea,falling-for-you-cardi#Navy,monaco-knot-top#ClaySpot,hard,0.2273775529003053,1,0
Chelsea,falling-for-you-cardi#Navy,sailaway-blouse#OxfordBlue,semi-hard,0.5337754851387865,1,0
Chelsea,falling-for-you-cardi#Navy,voyager-stripe-crew#Stripe,random,0.6271186440677966,1,0
Chelsea,falling-for-you-cardi#Port,renee-sweater#Sapphire,hard,0.27447790556900725,1,0
Chelsea,falling-for-you-cardi#Port,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,semi-hard,0.5629833293855493,1,0
Chelsea,falling-for-you-cardi#Port,milan-stretch-top#White,random,0.5694881259430817,1,0
Chelsea,falling-for-you-cardi#Rust,holly-rib-long-sleeve-tee#WhiteGrey,hard,0.2361553409130786,1,0
Chelsea,falling-for-you-cardi#Rust,geneva-v-neck-top#HeatheGrey,semi-hard,0.5112051268554585,1,0
Chelsea,falling-for-you-cardi#Rust,belle-two-in-one-top#Charcoal,random,0.4592325507948205,1,0
Chelsea,falling-for-you-cardi#Teal,the-short-sleeve-wrap-jersey-top#NavyWhite,hard,0.33356663640032286,1,0
Chelsea,falling-for-you-cardi#Teal,paisley-top-1#Paisley,semi-hard,0.4692357967505352,1,0
Chelsea,falling-for-you-cardi#Teal,belle-cowl-swing-sweater#Black,random,0.3447440739376074,1,0
Chelsea,glasgow-top#Melange,pulkari-emb-top#Pulkari,hard,0.3311571174158683,1,0
Chelsea,glasgow-top#Melange,you-at-my-shoulder-tunic#Black,semi-hard,0.4558111380145279,1,0
Chelsea,glasgow-top#Melange,belle-half-sleeve-boat-tee#White,random,0.4512215649892971,1,0
Chelsea,henson-jumper#Cream,faith-jumper#Eventide,hard,0.30790686300312314,1,0
Chelsea,henson-jumper#Cream,fundamental-sydney-crew#Navy,semi-hard,0.47904932975400916,1,0
Chelsea,henson-jumper#Cream,heartmade-cardi#DustyRose,random,0.4532955223356845,1,0
Chelsea,jersey-split-back-hooded-top#NavyStrip,high-street-knit#NavyStripe,hard,0.2924008448257711,1,0
Chelsea,jersey-split-back-hooded-top#NavyStrip,variegated-rib-knit#Silver,semi-hard,0.4472696687370601,1,0
Chelsea,jersey-split-back-hooded-top#NavyStrip,cool-breeze-jumper#Dust,random,0.5573042776432606,1,0
Chelsea,leah-knit-cardigan#Black,cara-tee-4#White,hard,0.3326879803137172,1,0
Chelsea,leah-knit-cardigan#Black,long-sleeve-softly-swinging-bamboo-tee#Storm,semi-hard,0.5629833293855493,1,0
Chelsea,leah-knit-cardigan#Black,softly-falling-bamboo-tunic#Copper,random,0.6190777757307786,1,0
Chelsea,leah-knit-cardigan#WhiteBlk,dream-girl-ruffle-jumper#SoftPink,hard,0.3047365731480507,1,0
Chelsea,leah-knit-cardigan#WhiteBlk,arya-frilled-blouse#Oyster,semi-hard,0.4606751368565112,1,0
Chelsea,leah-knit-cardigan#WhiteBlk,the-cross-over-top#NavyStripe,random,0.7006877916973716,1,0
Chelsea,luxe-shirt#Black,back-to-you-top#Rust,hard,0.2638265650770256,1,0
Chelsea,luxe-shirt#Black,jade-kimono-sweet-blossoms#Blue,semi-hard,0.5290052461662631,1,0
Chelsea,luxe-shirt#Black,contrast-stripe-sweater#Pockets,random,0.6773870933782503,1,0
Chelsea,luxe-shirt#Champagne,manhattan-stretch-tee#NavyWhtStr,hard,0.29212066182405166,1,0
Chelsea,luxe-shirt#Champagne,belle-half-sleeve-forgiver-tunic#BlueBonnet,semi-hard,0.5087659994911745,1,0
Chelsea,luxe-shirt#Champagne,sugar-snaps-round-neck-layer-tank#DuckEgg,random,0.6571412670631996,1,0
Chelsea,luxe-shirt#Navy,the-short-sleeve-wrap-jersey-top#Blue,hard,0.33356663640032286,1,0
Chelsea,luxe-shirt#Navy,tia-boyfriend-shirt#White,semi-hard,0.4328224242902762,1,0
Chelsea,luxe-shirt#Navy,layered-sleeve-top#Moss,random,0.5457704429413622,1,0
Chelsea,malibu-cardigan#Navy,the-uneven-hem-knit-1#Sage,hard,0.2883022774327122,1,0
Chelsea,malibu-cardigan#Navy,kimono-top-36#BlueMarle,semi-hard,0.46586629001883234,1,0
Chelsea,malibu-cardigan#Navy,tab-sleeve-longline-shirt#Pink,random,0.6974999561357336,1,0
Chelsea,malibu-cardigan#Wine,long-sleeve-tee-2#NavyWhite,hard,0.26787962329368004,1,0
Chelsea,malibu-cardigan#Wine,not-today-buttoned-cardigan#Almond,semi-hard,0.4796820717970313,1,0
Chelsea,malibu-cardigan#Wine,paradise-cardi#MultiStrip,random,0.5044154867179,1,0
Chelsea,milan-34-sleeve-1#Melange,the-cotton-bamboo-tee#BlueJeans,hard,0.27617051794925784,1,0
Chelsea,milan-34-sleeve-1#Melange,the-zip-front-top#Rose,semi-hard,0.5270362889076043,1,0
Chelsea,milan-34-sleeve-1#Melange,the-cut-out-shoulder-blouse#Blue,random,0.5779857309541355,1,0
Chelsea,millie-top#BlackSpot,monaco-knot-top#Olive,hard,0.2273775529003053,1,0
Chelsea,millie-top#BlackSpot,aigli-top#Navy,semi-hard,0.4510875048250693,1,0
Chelsea,millie-top#BlackSpot,belle-twist-front-tee-1#Black,random,0.4933860910797628,1,0
Chelsea,millie-top#Blush,roll-neck-jumper-3#GreyMarl,hard,0.3243093571253114,1,0
Chelsea,millie-top#Blush,natural-detailed-sweater#Tinroof,semi-hard,0.4879102771051924,1,0
Chelsea,millie-top#Blush,belle-half-sleeve-forgiver-tunic#Apricot,random,0.5087659994911745,1,0
Chelsea,millie-top#Moss,aztec-cardigan#BlackIvory,hard,0.31439054988244375,1,0
Chelsea,millie-top#Moss,belle-v-neck-forgiver-tunic#ArmyGreen,semi-hard,0.5369479682071797,1,0
Chelsea,millie-top#Moss,block-vest#Blockvest,random,0.3979881654209215,1,0
Chelsea,millie-top#WhiteBlk,the-long-sleeve-v-neck-tee#Black,hard,0.3113167614134821,1,0
Chelsea,millie-top#WhiteBlk,softly-swinging-bamboo-singlet#Cashew,semi-hard,0.5503197156718251,1,0
Chelsea,millie-top#WhiteBlk,partly-cloudy-knit#PawPaw,random,0.7126305692996925,1,0
Chelsea,natural-rolled-neck-tunic#BlueDam,rika-top#BatikTile,hard,0.28109866828087166,1,0
Chelsea,natural-rolled-neck-tunic#BlueDam,natural-waterfall-cardigan#Fallendust,semi-hard,0.536723163841808,1,0
Chelsea,natural-rolled-neck-tunic#BlueDam,rising-mist-jumper#Nickel,random,0.6666666666666666,1,0
Chelsea,oversize-contrast-hood-top#Steel,bamboo-layer-tank#Chalk,hard,0.2716974593816893,1,0
Chelsea,oversize-contrast-hood-top#Steel,viola-kimono-radiant-floral#Grey,semi-hard,0.5423728813559322,1,0
Chelsea,oversize-contrast-hood-top#Steel,the-pirate-in-me-shirt#White,random,0.7641193590553391,1,0
Chelsea,prickly-cactus-crew#Pink,cherrington-top#GreyRose,hard,0.32502050654454856,1,0
Chelsea,prickly-cactus-crew#Pink,sunshine-in-me-tee-1#GreyMarle,semi-hard,0.5497376916868442,1,0
Chelsea,prickly-cactus-crew#Pink,sequin-cross-2-in-1-top#Navy,random,0.4143846282064778,1,0
Chelsea,printed-v-neck-blouse#NavyWhite,eco-78-long-cardigan#LightGreyM,hard,0.29592917675544794,1,0
Chelsea,printed-v-neck-blouse#NavyWhite,the-sleeve-detail-knit#Ivory,semi-hard,0.5428319940110655,1,0
Chelsea,printed-v-neck-blouse#NavyWhite,starry-night-cardi#Chalk,random,0.36279257465698145,1,0
Chelsea,pure-merino-fine-rib-polo#BlackStri,natural-classic-cardigan#Pebble,hard,0.27933313155770784,1,0
Chelsea,pure-merino-fine-rib-polo#BlackStri,ditzy-floral-ruffle-blouse#DitzyFlora,semi-hard,0.45442996192581675,1,0
Chelsea,pure-merino-fine-rib-polo#BlackStri,falling-for-you-tunic#Black,random,0.49764476304523286,1,0
Chelsea,pure-merino-fine-rib-v-neck#Charcoal,analia-top#White,hard,0.26556194511702985,1,0
Chelsea,pure-merino-fine-rib-v-neck#Charcoal,ryder-cosy-sweater#Blossom,semi-hard,0.45227348492823805,1,0
Chelsea,pure-merino-fine-rib-v-neck#Charcoal,lavaux-bell-sleeve#Mustard,random,0.9620223181387514,1,0
Chelsea,relaxed-cape#Black,natural-crossover-knit-1#Stormcloud,hard,0.30118082605186514,1,0
Chelsea,relaxed-cape#Black,belle-v-neck-forgiver-tunic#BlueMarle,semi-hard,0.5369479682071797,1,0
Chelsea,relaxed-cape#Black,the-relax-blouse#White,random,0.3532891071867214,1,0
Chelsea,relaxed-cape#WhiteBlack,high-neck-tie-top#Black,hard,0.2545399515738499,1,0
Chelsea,relaxed-cape#WhiteBlack,adventurous-hoody#Pink,semi-hard,0.5618228453872338,1,0
Chelsea,relaxed-cape#WhiteBlack,chill-out-slouch-top#Mustard,random,0.8234156226971261,1,0
Chelsea,reversible-stripe-vee-scoop-neck-tank#BlackWhite,ally-long-sleeve-tee#CosmosPr,hard,0.23831181791065725,1,0
Chelsea,reversible-stripe-vee-scoop-neck-tank#BlackWhite,always-mine-spliced-cardigan#GreyEmeral,semi-hard,0.4662530266343825,1,0
Chelsea,reversible-stripe-vee-scoop-neck-tank#BlackWhite,the-weekender-shirt#GreyStripe,random,0.5453911084207694,1,0
Chelsea,star-and-spot-sweater#SilverMult,ynes#Black,hard,0.31630796662806615,1,0
Chelsea,star-and-spot-sweater#SilverMult,the-dobby-sleeve-tee#InkBlue,semi-hard,0.5405905299973096,1,0
Chelsea,star-and-spot-sweater#SilverMult,manhattan-stretch-tee#White,random,0.29212066182405166,1,0
Chelsea,the-contrast-34-sleeve-top#Navy,the-cotton-bamboo-tee#DuckEgg,hard,0.27617051794925784,1,0
Chelsea,the-contrast-34-sleeve-top#Navy,hacienda-tunic-5#PatchGold,semi-hard,0.4315711960908165,1,0
Chelsea,the-contrast-34-sleeve-top#Navy,the-layered-cross-over-top#Black,random,0.5770220878513528,1,0
Chelsea,the-cotton-bamboo-ls-top#Black,vivid-dreams-blouse#Dusty%20Rose,hard,0.3071304654875952,1,0
Chelsea,the-cotton-bamboo-ls-top#Black,long-sleeve-layer-top#White,semi-hard,0.5059540258623715,1,0
Chelsea,the-cotton-bamboo-ls-top#Black,the-wrap-jersey-top#NavyWhite,random,0.40221366503491596,1,0
Chelsea,the-cotton-bamboo-ls-top#NavyStripe,merino-boyfriend-cardigan#MelangeStr,hard,0.3198675518475629,1,0
Chelsea,the-cotton-bamboo-ls-top#NavyStripe,belle-drape-tee#Black,semi-hard,0.5559513391760535,1,0
Chelsea,the-cotton-bamboo-ls-top#NavyStripe,the-boat-neck-top-1#NavyWhite,random,0.6094747912060918,1,0
Chelsea,the-cotton-cardi#Khaki,the-short-sleeve-wrap-jersey-top#Emerald,hard,0.33356663640032286,1,0
Chelsea,the-cotton-cardi#Khaki,belle-v-neck-forgiver-tunic#Navy,semi-hard,0.5369479682071797,1,0
Chelsea,the-cotton-cardi#Khaki,nova-lux-long-sleeve-tie-top-1#CloudDance,random,0.36572654577674846,1,0
Chelsea,the-cotton-cardi#Navy,geena-xo-ls-pullover-knit#WhiteCapGr,hard,0.3183756184861565,1,0
Chelsea,the-cotton-cardi#Navy,geneva-v-neck-top#ClaySpot,semi-hard,0.5112051268554585,1,0
Chelsea,the-cotton-cardi#Navy,leopard-print-kimono#GoldMulti,random,0.5715042372881356,1,0
Chelsea,the-cross-over-poncho#Grey,mila-knit-cardigan#Black,hard,0.2798556646313647,1,0
Chelsea,the-cross-over-poncho#Grey,marlow-cardigan#Cream,semi-hard,0.4791578938133838,1,0
Chelsea,the-cross-over-poncho#Grey,the-side-ring-detail-blouse-1#Black,random,0.48057498377022145,1,0
Chelsea,the-cross-over-poncho#Navy,bamboo-layer-tank#Black,hard,0.2716974593816893,1,0
Chelsea,the-cross-over-poncho#Navy,the-stripe-jersey-top#Pink,semi-hard,0.4784461960908165,1,0
Chelsea,the-cross-over-poncho#Navy,maui-stretch-tee#White,random,0.39151050987823277,1,0
Chelsea,the-daily-essential-jumper#Grey,eco-78-long-cardigan#DarkGreyM,hard,0.29592917675544794,1,0
