product_id,product_name,product_color_raw,category,style,pattern,material,silhouette,sleeve_type,neckline,length_style,color,category_count,style_count,pattern_count,material_count,semantic_token_count,is_striped,is_floral,is_animal_print,is_checked,is_sequin,is_knit,is_stretch,is_relaxed,is_fitted,is_swing,is_longline,is_off_shoulder,is_batwing,is_long_sleeve,is_short_sleeve
the-cotton-cardi#Khaki,the-cotton-cardi,khaki,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,khaki,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-reverse-sleeve-sweater#Navy,the-reverse-sleeve-sweater,navy,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bubbles-print-tee#Cambridge,bubbles-print-tee,cambridge,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandy-off-the-shoulder-top#Gingham,sandy-off-the-shoulder-top,gingham,top,unknown,plain,unknown,unknown,unknown,off_shoulder,unknown,unknown,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fundamental-vee-tee#Black,fundamental-vee-tee,black,top,casual,plain,unknown,unknown,unknown,unknown,unknown,black,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meredith-78-oversized-pullover-knit#CameoRose,meredith-78-oversized-pullover-knit,cameorose,top,relaxed,plain,knit,oversized,unknown,unknown,unknown,red,1,3,0,1,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
runaway-top#SoftMint,runaway-top,softmint,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-satin-shirt#Black,belle-satin-shirt,black,top,romantic,plain,unknown,unknown,unknown,unknown,unknown,black,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
this-mortal-coil-drape#StormClam,this-mortal-coil-drape,stormclam,unknown,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falling-for-you-cardi#Khaki,falling-for-you-cardi,khaki,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,khaki,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-zip-front-blouse#Navy,the-zip-front-blouse,navy,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,navy,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer-me-bamboo-rouched-sleeve-tee#Copper,layer-me-bamboo-rouched-sleeve-tee,copper,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boho-embroidered-top#BohoDenim,boho-embroidered-top,bohodenim,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,red,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drama-top#BlackGrey,drama-top,blackgrey,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
half-sleeve-fluffy-knit#Ivory,half-sleeve-fluffy-knit,ivory,unknown,unknown,plain,knit,unknown,short,unknown,unknown,unknown,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hayley-button-down#NavySparro,hayley-button-down,navysparro,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-tie-layering-knit#Grey,the-tie-layering-knit,grey,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,grey,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
niue-neck-tie-shirt#LightBlue,niue-neck-tie-shirt,lightblue,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,blue,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rib-tank-2#Mustard,rib-tank-2,mustard,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
softly-swinging-bamboo-tee#Storm,softly-swinging-bamboo-tee,storm,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,unknown,1,2,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
never-ending-winter-knit-top#DeluxeGree,never-ending-winter-knit-top,deluxegree,top,elegant,plain,knit,unknown,unknown,unknown,unknown,unknown,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the-high-low-drape-tee#Grey,the-high-low-drape-tee,grey,top,casual,plain,unknown,unknown,unknown,unknown,unknown,grey,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sugar-snaps-layers-tank#DeepCobalt,sugar-snaps-layers-tank,deepcobalt,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jewel-knit#GreyMarle,jewel-knit,greymarle,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,grey,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the-batwing-tee#Black,the-batwing-tee,black,top,relaxed,plain,unknown,relaxed,batwing,unknown,unknown,black,1,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sugar-snaps-layers-tank#PeachyKeen,sugar-snaps-layers-tank,peachykeen,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-cross-over-blouse#Red,the-cross-over-blouse,red,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,red,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
napoleon-top-1#NemoRed,napoleon-top-1,nemored,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,red,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selma-top-1#IndoStripe,selma-top-1,indostripe,top,unknown,stripe,unknown,unknown,unknown,unknown,unknown,stripe,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-longline-waterfall-cardi#Black,the-longline-waterfall-cardi,black,unknown,unknown,plain,unknown,longline,unknown,unknown,long,black,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
chill-out-slouch-top#Mustard,chill-out-slouch-top,mustard,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-sleeveless-cross-over-blouse#Black,the-sleeveless-cross-over-blouse,black,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,black,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ella-funnel-neck-top#Khaki,ella-funnel-neck-top,khaki,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,khaki,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
westward-top#BotanicalD,westward-top,botanicald,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
messina-knit#Cognac,messina-knit,cognac,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cara-tee-2#WhiteBlk,cara-tee-2,whiteblk,top,casual,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curve-hem-cable-knit-sweater-1#Sapphire,curve-hem-cable-knit-sweater-1,sapphire,top,unknown,plain,knit,unknown,unknown,unknown,unknown,unknown,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
viola-kimono-radiant-floral#Grey,viola-kimono-radiant-floral,grey,kimono,romantic,floral,unknown,unknown,unknown,unknown,unknown,grey,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the-check-pullover#PinkCheck,the-check-pullover,pinkcheck,top,casual,check,unknown,unknown,unknown,unknown,unknown,pink,1,2,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
animal-knit-1#Animal,animal-knit-1,animal,unknown,unknown,animal,knit,unknown,unknown,unknown,unknown,unknown,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
falling-for-you-tunic#Rust,falling-for-you-tunic,rust,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glasgow-top#Melange,glasgow-top,melange,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-tie-front-top#Navy,the-tie-front-top,navy,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
long-sleeve-softly-swinging-bamboo-tee#Navy,long-sleeve-softly-swinging-bamboo-tee,navy,top,relaxed,plain,unknown,swing,long,unknown,long,navy,1,2,0,0,7,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
layer-top-1#Navy,layer-top-1,navy,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-bamboo-tunic-dress#Khaki,the-bamboo-tunic-dress,khaki,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,khaki,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falling-for-you-cardi#GreyMarle,falling-for-you-cardi,greymarle,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,grey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
runaway-top#Sand,runaway-top,sand,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frost-cardigan#Mauvewoo,frost-cardigan,mauvewoo,cardigan,layering,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lenka-lurex-stripe-blouse#NavyGoldSt,lenka-lurex-stripe-blouse,navygoldst,top,elegant,stripe,unknown,unknown,unknown,unknown,unknown,navy,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-twist-front-top#Navy,the-twist-front-top,navy,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sontana-blouse#Stone,sontana-blouse,stone,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,stone,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
great-scot-merino-carcoat#Twilight,great-scot-merino-carcoat,twilight,jacket,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malibu-cardigan#Wine,malibu-cardigan,wine,cardigan,layering,plain,unknown,unknown,unknown,unknown,unknown,wine,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-long-sleeve-scoop-neck-tee#Black,the-long-sleeve-scoop-neck-tee,black,top,casual,plain,unknown,longline,long,scoop,long,black,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
rosie-bell-sleeve-denim-shirt#Stripe,rosie-bell-sleeve-denim-shirt,stripe,top,romantic,stripe,unknown,unknown,bell,unknown,unknown,stripe,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-stripe-tank-1#Hazelnut,the-stripe-tank-1,hazelnut,top,casual,stripe,unknown,unknown,unknown,unknown,unknown,stripe,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bird-jumper#Navy,bird-jumper,navy,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nova-lux-long-sleeve-tie-top-1#CloudDance,nova-lux-long-sleeve-tie-top-1,clouddance,top,unknown,plain,unknown,longline,long,unknown,long,unknown,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
manhattan-stretch-tee#Navy,manhattan-stretch-tee,navy,top,fitted,plain,stretch,fitted,unknown,unknown,unknown,navy,1,2,0,1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
oversize-contrast-hood-top#Steel,oversize-contrast-hood-top,steel,top,casual,plain,unknown,oversized,unknown,unknown,unknown,unknown,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falling-for-you-cardi#Rust,falling-for-you-cardi,rust,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-cross-over-top#GreyStripe,the-cross-over-top,greystripe,top,unknown,stripe,unknown,unknown,unknown,unknown,unknown,grey,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed-animal-print-blouse#Leopard,relaxed-animal-print-blouse,leopard,top,relaxed,animal,unknown,relaxed,unknown,unknown,unknown,unknown,1,2,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
hem-frill-stripe-top#SoFrilled,hem-frill-stripe-top,sofrilled,top,unknown,stripe,unknown,unknown,unknown,unknown,unknown,stripe,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monaco-knot-top#Olive,monaco-knot-top,olive,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,olive,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
you-at-my-shoulder-tunic#Black,you-at-my-shoulder-tunic,black,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-v-neck-forgiver-tunic#ArmyGreen,belle-v-neck-forgiver-tunic,armygreen,top,romantic,plain,unknown,unknown,unknown,v_neck,unknown,green,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
softly-swinging-bamboo-tee#Starfish,softly-swinging-bamboo-tee,starfish,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,unknown,1,2,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
the-blouson-sleeve-jumper#Grey,the-blouson-sleeve-jumper,grey,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,grey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
softly-swinging-bamboo-tee#Blush,softly-swinging-bamboo-tee,blush,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,blush,1,2,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
belle-v-neck-forgiver-tunic#White,belle-v-neck-forgiver-tunic,white,top,romantic,plain,unknown,unknown,unknown,v_neck,unknown,white,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hem-frill-stripe-top#Frilled,hem-frill-stripe-top,frilled,top,unknown,stripe,unknown,unknown,unknown,unknown,unknown,stripe,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
natural-pattern-cocoon-cardigan#Blossom,natural-pattern-cocoon-cardigan,blossom,cardigan,layering,plain,unknown,unknown,unknown,unknown,unknown,natural,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reversible-scoopv-neck-tank#White,reversible-scoopv-neck-tank,white,top,casual,plain,unknown,unknown,unknown,v_neck,unknown,white,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crushed-top#Blue,crushed-top,blue,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,blue,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimberly-spliced-top#Zebraprint,kimberly-spliced-top,zebraprint,top,unknown,animal,unknown,unknown,unknown,unknown,unknown,unknown,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the-sleeveless-cross-over-blouse#Sunshine,the-sleeveless-cross-over-blouse,sunshine,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wellington-tee#ClaySpot,wellington-tee,clayspot,top,casual,spot,unknown,unknown,unknown,unknown,unknown,unknown,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
variegated-rib-knit#Silver,variegated-rib-knit,silver,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,silver,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
silver-dot-tie-sleeve-blouse#SilverDotP,silver-dot-tie-sleeve-blouse,silverdotp,top,elegant,spot,unknown,unknown,unknown,unknown,unknown,silver,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-everyday-shirt#Rose,the-everyday-shirt,rose,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-half-sleeve-forgiver-tunic#Apricot,belle-half-sleeve-forgiver-tunic,apricot,top,romantic,plain,unknown,unknown,short,unknown,unknown,unknown,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the-design-fold-tunic-top#PearlBlue,the-design-fold-tunic-top,pearlblue,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,blue,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-drape-tee-1#Black,the-drape-tee-1,black,top,casual,plain,unknown,unknown,unknown,unknown,unknown,black,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer-me-cotton-candy-top#Cream,layer-me-cotton-candy-top,cream,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,cream,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
softly-swinging-bamboo-singlet#BlueJean,softly-swinging-bamboo-singlet,bluejean,pants,relaxed,plain,unknown,swing,unknown,unknown,unknown,blue,1,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
the-cross-over-blouse#Silver,the-cross-over-blouse,silver,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,silver,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
floral-blouse-2#NavyMulti,floral-blouse-2,navymulti,top,elegant,floral,unknown,unknown,unknown,unknown,unknown,navy,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
runaway-top#SoftPink,runaway-top,softpink,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,pink,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-luxe-long-sleeve-tee#GreyMarle,the-luxe-long-sleeve-tee,greymarle,top,casual,plain,unknown,longline,long,unknown,long,grey,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
falling-for-you-cardi#Black,falling-for-you-cardi,black,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bertie-top#Black,bertie-top,black,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poncho-2#NavySilver,poncho-2,navysilver,kimono,layering,plain,unknown,unknown,unknown,unknown,unknown,navy,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crossing-the-plains-sweater-1#Indigo,crossing-the-plains-sweater-1,indigo,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fundamental-vee-tee#GreyMarle,fundamental-vee-tee,greymarle,top,casual,plain,unknown,unknown,unknown,unknown,unknown,grey,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-wrap-jersey-top#NavyWhite,the-wrap-jersey-top,navywhite,top,casual,plain,jersey,unknown,unknown,unknown,unknown,white,2,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knit-hoodie-1#Sage,knit-hoodie-1,sage,top,casual,plain,knit,unknown,unknown,unknown,unknown,unknown,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the-long-sleeve-scoop-neck-tee#White,the-long-sleeve-scoop-neck-tee,white,top,casual,plain,unknown,longline,long,scoop,long,white,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
sky-shirt#Clouds,sky-shirt,clouds,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
billow-top#Black,billow-top,black,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-batwing-tee#Sea,the-batwing-tee,sea,top,relaxed,plain,unknown,relaxed,batwing,unknown,unknown,unknown,1,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
relaxed-top-1#FloraStrip,relaxed-top-1,florastrip,top,relaxed,plain,unknown,relaxed,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
falling-for-you-cardi#Port,falling-for-you-cardi,port,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-relaxed-long-sleeve-tee#Navy,the-relaxed-long-sleeve-tee,navy,top,relaxed,plain,unknown,relaxed,long,unknown,long,navy,1,2,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
the-side-panel-drape-top#OffWhite,the-side-panel-drape-top,offwhite,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fluid-tunic-top#White,fluid-tunic-top,white,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,white,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
softly-swinging-bamboo-tee#Black,softly-swinging-bamboo-tee,black,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,black,1,2,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
the-multi-stripe-cardi#Stripe,the-multi-stripe-cardi,stripe,unknown,unknown,stripe,unknown,unknown,unknown,unknown,unknown,stripe,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
st-helens-henley-tee#White,st-helens-henley-tee,white,top,casual,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-high-low-drape-tee#Sage,the-high-low-drape-tee,sage,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
softly-swinging-bamboo-tee#Cashew,softly-swinging-bamboo-tee,cashew,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,unknown,1,2,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
the-cross-over-blouse#White,the-cross-over-blouse,white,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daisy-top-1#BrightBlue,daisy-top-1,brightblue,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,blue,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-half-sleeve-forgiver-tunic#MutedClay,belle-half-sleeve-forgiver-tunic,mutedclay,top,romantic,plain,unknown,unknown,short,unknown,unknown,unknown,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the-relax-blouse#White,the-relax-blouse,white,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stripe-me-happy-blouse#Ash,stripe-me-happy-blouse,ash,top,elegant,stripe,unknown,unknown,unknown,unknown,unknown,stripe,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tab-sleeve-longline-shirt#Pink,tab-sleeve-longline-shirt,pink,top,unknown,plain,unknown,longline,unknown,unknown,long,pink,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
natural-classic-cardigan#Pebble,natural-classic-cardigan,pebble,cardigan,layering,plain,unknown,unknown,unknown,unknown,unknown,natural,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-in-1-layered-top-1#PinkWhite,2-in-1-layered-top-1,pinkwhite,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,white,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partly-cloudy-knit#Black,partly-cloudy-knit,black,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,black,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lucy-rib-oversized-top#Black,lucy-rib-oversized-top,black,top,relaxed,plain,unknown,oversized,unknown,unknown,unknown,black,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bella-ls-tee#GreenWhite,bella-ls-tee,greenwhite,top,casual,plain,unknown,unknown,unknown,unknown,unknown,white,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
capri-tank-6#ClaySpot,capri-tank-6,clayspot,top,casual,spot,unknown,unknown,unknown,unknown,unknown,unknown,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-contrast-trim-knit#BlackWhite,the-contrast-trim-knit,blackwhite,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,black,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
geneva-v-neck-top#HeatheGrey,geneva-v-neck-top,heathegrey,top,unknown,plain,unknown,unknown,unknown,v_neck,unknown,grey,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monaco-sweater#BlackCream,monaco-sweater,blackcream,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peasant-top-3#Denim,peasant-top-3,denim,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sugar-snaps-layers-tank#Red,sugar-snaps-layers-tank,red,top,casual,plain,unknown,unknown,unknown,unknown,unknown,red,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi-stripe-jumper#NavyMulti,multi-stripe-jumper,navymulti,unknown,unknown,stripe,unknown,unknown,unknown,unknown,unknown,navy,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-paint-brush-print-top#PaintPrint,belle-paint-brush-print-top,paintprint,top,romantic,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arizona-off-the-shoulder-top#Khaki,arizona-off-the-shoulder-top,khaki,top,unknown,plain,unknown,unknown,unknown,off_shoulder,unknown,khaki,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
