person_id,positive_count,category_top,category_top_share,category_1,category_1_share,category_2,category_2_share,category_3,category_3_share,style_top,style_top_share,style_1,style_1_share,style_2,style_2_share,style_3,style_3_share,pattern_top,pattern_top_share,pattern_1,pattern_1_share,pattern_2,pattern_2_share,pattern_3,pattern_3_share,material_top,material_top_share,material_1,material_1_share,material_2,material_2_share,material_3,material_3_share,silhouette_top,silhouette_top_share,silhouette_1,silhouette_1_share,silhouette_2,silhouette_2_share,silhouette_3,silhouette_3_share,sleeve_type_top,sleeve_type_top_share,sleeve_type_1,sleeve_type_1_share,sleeve_type_2,sleeve_type_2_share,sleeve_type_3,sleeve_type_3_share,neckline_top,neckline_top_share,neckline_1,neckline_1_share,neckline_2,neckline_2_share,neckline_3,neckline_3_share,length_style_top,length_style_top_share,length_style_1,length_style_1_share,length_style_2,length_style_2_share,length_style_3,length_style_3_share,color_top,color_top_share,color_1,color_1_share,color_2,color_2_share,color_3,color_3_share
Marnee,141,top,0.7801418439716312,top,0.7801418439716312,unknown,0.14893617021276595,kimono,0.04964539007092199,unknown,0.425531914893617,unknown,0.425531914893617,relaxed,0.23404255319148937,casual,0.2127659574468085,plain,0.9645390070921985,plain,0.9645390070921985,stripe,0.02127659574468085,floral,0.014184397163120567,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.7588652482269503,unknown,0.7588652482269503,swing,0.19858156028368795,relaxed,0.03546099290780142,unknown,0.8652482269503546,unknown,0.8652482269503546,long,0.1347517730496454,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.851063829787234,unknown,0.851063829787234,long,0.14184397163120568,mid,0.0070921985815602835,unknown,0.46099290780141844,unknown,0.46099290780141844,white,0.12056737588652482,black,0.09929078014184398
Mercy,24,top,0.875,top,0.875,cardigan,0.08333333333333333,unknown,0.041666666666666664,romantic,0.625,romantic,0.625,casual,0.16666666666666666,layering,0.08333333333333333,plain,1.0,plain,1.0,unknown,0.0,unknown,0.0,unknown,0.9583333333333334,unknown,0.9583333333333334,knit,0.041666666666666664,unknown,0.0,unknown,0.9166666666666666,unknown,0.9166666666666666,swing,0.08333333333333333,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.5416666666666666,unknown,0.5416666666666666,v_neck,0.375,cowl,0.08333333333333333,unknown,0.9583333333333334,unknown,0.9583333333333334,mid,0.041666666666666664,unknown,0.0,unknown,0.375,unknown,0.375,black,0.2916666666666667,green,0.125
Miranda,27,top,0.8888888888888888,top,0.8888888888888888,unknown,0.07407407407407407,cardigan,0.037037037037037035,elegant,0.48148148148148145,elegant,0.48148148148148145,unknown,0.37037037037037035,casual,0.1111111111111111,plain,0.9259259259259259,plain,0.9259259259259259,animal,0.037037037037037035,spot,0.037037037037037035,unknown,0.8888888888888888,unknown,0.8888888888888888,knit,0.07407407407407407,jersey,0.037037037037037035,unknown,0.9629629629629629,unknown,0.9629629629629629,longline,0.037037037037037035,unknown,0.0,unknown,0.9259259259259259,unknown,0.9259259259259259,flute,0.07407407407407407,unknown,0.0,unknown,0.9259259259259259,unknown,0.9259259259259259,cowl,0.07407407407407407,unknown,0.0,unknown,0.9629629629629629,unknown,0.9629629629629629,long,0.037037037037037035,unknown,0.0,unknown,0.48148148148148145,unknown,0.48148148148148145,white,0.2222222222222222,black,0.18518518518518517
Monique,29,top,0.9655172413793104,top,0.9655172413793104,unknown,0.034482758620689655,unknown,0.0,casual,0.4482758620689655,casual,0.4482758620689655,unknown,0.3793103448275862,elegant,0.13793103448275862,plain,0.896551724137931,plain,0.896551724137931,spot,0.034482758620689655,floral,0.034482758620689655,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.8620689655172413,unknown,0.8620689655172413,v_neck,0.10344827586206896,crew,0.034482758620689655,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.3103448275862069,unknown,0.3103448275862069,white,0.2413793103448276,black,0.1724137931034483
Nadine,42,top,0.5952380952380952,top,0.5952380952380952,unknown,0.30952380952380953,cardigan,0.07142857142857142,unknown,0.7380952380952381,unknown,0.7380952380952381,layering,0.07142857142857142,romantic,0.07142857142857142,plain,0.9285714285714286,plain,0.9285714285714286,stripe,0.047619047619047616,spot,0.023809523809523808,unknown,0.8333333333333334,unknown,0.8333333333333334,knit,0.14285714285714285,sequin,0.023809523809523808,unknown,0.8809523809523809,unknown,0.8809523809523809,longline,0.11904761904761904,unknown,0.0,unknown,0.8571428571428571,unknown,0.8571428571428571,long,0.11904761904761904,short,0.023809523809523808,unknown,0.8809523809523809,unknown,0.8809523809523809,crew,0.07142857142857142,collared,0.023809523809523808,unknown,0.8571428571428571,unknown,0.8571428571428571,long,0.11904761904761904,mid,0.023809523809523808,unknown,0.3333333333333333,unknown,0.3333333333333333,navy,0.21428571428571427,black,0.11904761904761904
Natalia,46,top,0.5869565217391305,top,0.5869565217391305,unknown,0.2826086956521739,kimono,0.06521739130434782,unknown,0.5434782608695652,unknown,0.5434782608695652,elegant,0.10869565217391304,relaxed,0.10869565217391304,plain,0.9130434782608695,plain,0.9130434782608695,stripe,0.043478260869565216,check,0.021739130434782608,unknown,0.7608695652173914,unknown,0.7608695652173914,knit,0.17391304347826086,cosy,0.043478260869565216,unknown,0.8913043478260869,unknown,0.8913043478260869,relaxed,0.10869565217391304,unknown,0.0,unknown,0.8478260869565217,unknown,0.8478260869565217,flute,0.043478260869565216,bell,0.043478260869565216,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.9782608695652174,unknown,0.9782608695652174,long,0.021739130434782608,unknown,0.0,unknown,0.391304347826087,unknown,0.391304347826087,navy,0.13043478260869565,grey,0.13043478260869565
Natalie,51,top,1.0,top,1.0,unknown,0.0,unknown,0.0,elegant,0.4117647058823529,elegant,0.4117647058823529,casual,0.37254901960784315,unknown,0.11764705882352941,plain,0.9803921568627451,plain,0.9803921568627451,spot,0.0196078431372549,unknown,0.0,unknown,0.9215686274509803,unknown,0.9215686274509803,jersey,0.0784313725490196,unknown,0.0,unknown,0.8627450980392157,unknown,0.8627450980392157,relaxed,0.0784313725490196,longline,0.058823529411764705,unknown,0.8627450980392157,unknown,0.8627450980392157,batwing,0.0784313725490196,long,0.058823529411764705,unknown,0.9411764705882353,unknown,0.9411764705882353,v_neck,0.058823529411764705,unknown,0.0,unknown,0.9215686274509803,unknown,0.9215686274509803,long,0.058823529411764705,mid,0.0196078431372549,unknown,0.39215686274509803,unknown,0.39215686274509803,black,0.17647058823529413,white,0.13725490196078433
Nathalie,14,top,1.0,top,1.0,unknown,0.0,unknown,0.0,unknown,0.7142857142857143,unknown,0.7142857142857143,casual,0.2857142857142857,unknown,0.0,plain,0.9285714285714286,plain,0.9285714285714286,spot,0.07142857142857142,unknown,0.0,unknown,0.7142857142857143,unknown,0.7142857142857143,jersey,0.2857142857142857,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.9285714285714286,unknown,0.9285714285714286,mid,0.07142857142857142,unknown,0.0,unknown,0.5,unknown,0.5,black,0.21428571428571427,pink,0.14285714285714285
Nikki,9,top,0.8888888888888888,top,0.8888888888888888,unknown,0.1111111111111111,unknown,0.0,casual,0.5555555555555556,casual,0.5555555555555556,unknown,0.4444444444444444,unknown,0.0,plain,0.5555555555555556,plain,0.5555555555555556,stripe,0.3333333333333333,floral,0.1111111111111111,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,navy,0.2222222222222222,navy,0.2222222222222222,unknown,0.2222222222222222,white,0.2222222222222222
Olivia,23,top,1.0,top,1.0,unknown,0.0,unknown,0.0,casual,0.43478260869565216,casual,0.43478260869565216,elegant,0.30434782608695654,unknown,0.21739130434782608,plain,1.0,plain,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.9565217391304348,unknown,0.9565217391304348,swing,0.043478260869565216,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.5652173913043478,unknown,0.5652173913043478,black,0.13043478260869565,white,0.08695652173913043
Palatina,49,top,0.7142857142857143,top,0.7142857142857143,unknown,0.24489795918367346,kimono,0.02040816326530612,unknown,0.5714285714285714,unknown,0.5714285714285714,casual,0.20408163265306123,elegant,0.16326530612244897,plain,0.9591836734693877,plain,0.9591836734693877,floral,0.02040816326530612,stripe,0.02040816326530612,unknown,0.9183673469387755,unknown,0.9183673469387755,knit,0.061224489795918366,jersey,0.02040816326530612,unknown,0.9591836734693877,unknown,0.9591836734693877,swing,0.02040816326530612,oversized,0.02040816326530612,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.9387755102040817,unknown,0.9387755102040817,v_neck,0.02040816326530612,scoop,0.02040816326530612,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.3877551020408163,unknown,0.3877551020408163,white,0.14285714285714285,black,0.14285714285714285
Perrie,37,top,0.9459459459459459,top,0.9459459459459459,unknown,0.02702702702702703,cardigan,0.02702702702702703,elegant,0.32432432432432434,elegant,0.32432432432432434,unknown,0.32432432432432434,casual,0.13513513513513514,plain,0.8378378378378378,plain,0.8378378378378378,stripe,0.08108108108108109,floral,0.05405405405405406,unknown,0.8648648648648649,unknown,0.8648648648648649,jersey,0.10810810810810811,knit,0.02702702702702703,unknown,0.8648648648648649,unknown,0.8648648648648649,relaxed,0.10810810810810811,swing,0.02702702702702703,unknown,0.7297297297297297,unknown,0.7297297297297297,short,0.10810810810810811,batwing,0.10810810810810811,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.8648648648648649,unknown,0.8648648648648649,short,0.10810810810810811,mid,0.02702702702702703,unknown,0.2702702702702703,unknown,0.2702702702702703,blue,0.13513513513513514,white,0.10810810810810811
Riina,104,top,0.6826923076923077,top,0.6826923076923077,unknown,0.25961538461538464,cardigan,0.028846153846153848,unknown,0.5961538461538461,unknown,0.5961538461538461,casual,0.20192307692307693,relaxed,0.09615384615384616,plain,0.8365384615384616,plain,0.8365384615384616,stripe,0.1346153846153846,spot,0.019230769230769232,unknown,0.8461538461538461,unknown,0.8461538461538461,knit,0.10576923076923077,jersey,0.028846153846153848,unknown,0.8365384615384616,unknown,0.8365384615384616,relaxed,0.09615384615384616,longline,0.04807692307692308,unknown,0.8942307692307693,unknown,0.8942307692307693,long,0.0673076923076923,bell,0.019230769230769232,unknown,0.9423076923076923,unknown,0.9423076923076923,v_neck,0.057692307692307696,unknown,0.0,unknown,0.8846153846153846,unknown,0.8846153846153846,long,0.10576923076923077,mid,0.009615384615384616,unknown,0.17307692307692307,unknown,0.17307692307692307,grey,0.1346153846153846,navy,0.125
Rosaline,4,unknown,0.5,unknown,0.5,jacket,0.25,top,0.25,unknown,0.75,unknown,0.75,casual,0.25,unknown,0.0,plain,1.0,plain,1.0,unknown,0.0,unknown,0.0,unknown,0.75,unknown,0.75,knit,0.25,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.75,unknown,0.75,white,0.25,unknown,0.0
Shadae,35,top,0.7714285714285715,top,0.7714285714285715,unknown,0.2,cardigan,0.02857142857142857,casual,0.6,casual,0.6,unknown,0.34285714285714286,layering,0.02857142857142857,plain,0.8285714285714286,plain,0.8285714285714286,stripe,0.05714285714285714,sequin,0.05714285714285714,unknown,0.7714285714285715,unknown,0.7714285714285715,knit,0.17142857142857143,sequin,0.05714285714285714,unknown,0.9142857142857143,unknown,0.9142857142857143,longline,0.08571428571428572,unknown,0.0,unknown,0.9142857142857143,unknown,0.9142857142857143,long,0.08571428571428572,unknown,0.0,unknown,0.9714285714285714,unknown,0.9714285714285714,crew,0.02857142857142857,unknown,0.0,unknown,0.9142857142857143,unknown,0.9142857142857143,long,0.08571428571428572,unknown,0.0,black,0.2,black,0.2,unknown,0.2,white,0.17142857142857143
Sophia,59,top,0.7457627118644068,top,0.7457627118644068,unknown,0.15254237288135594,jacket,0.05084745762711865,unknown,0.6440677966101694,unknown,0.6440677966101694,casual,0.2033898305084746,layering,0.05084745762711865,plain,0.9322033898305084,plain,0.9322033898305084,stripe,0.05084745762711865,spot,0.01694915254237288,unknown,0.9152542372881356,unknown,0.9152542372881356,knit,0.06779661016949153,textured,0.01694915254237288,unknown,0.864406779661017,unknown,0.864406779661017,longline,0.1016949152542373,oversized,0.03389830508474576,unknown,0.9152542372881356,unknown,0.9152542372881356,long,0.05084745762711865,short,0.03389830508474576,unknown,0.9830508474576272,unknown,0.9830508474576272,v_neck,0.01694915254237288,unknown,0.0,unknown,0.864406779661017,unknown,0.864406779661017,long,0.1016949152542373,short,0.03389830508474576,unknown,0.22033898305084745,unknown,0.22033898305084745,black,0.13559322033898305,white,0.13559322033898305
Sophie,54,top,0.9444444444444444,top,0.9444444444444444,unknown,0.05555555555555555,unknown,0.0,relaxed,0.3888888888888889,relaxed,0.3888888888888889,unknown,0.37037037037037035,romantic,0.1111111111111111,plain,0.9074074074074074,plain,0.9074074074074074,stripe,0.07407407407407407,check,0.018518518518518517,unknown,0.9814814814814815,unknown,0.9814814814814815,knit,0.018518518518518517,unknown,0.0,unknown,0.6111111111111112,unknown,0.6111111111111112,swing,0.25925925925925924,relaxed,0.12962962962962962,unknown,0.46296296296296297,unknown,0.46296296296296297,long,0.35185185185185186,short,0.1111111111111111,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.6296296296296297,unknown,0.6296296296296297,long,0.35185185185185186,mid,0.018518518518518517,unknown,0.35185185185185186,unknown,0.35185185185185186,white,0.1111111111111111,black,0.1111111111111111
Stacey,56,top,0.5178571428571429,top,0.5178571428571429,unknown,0.39285714285714285,cardigan,0.05357142857142857,unknown,0.6607142857142857,unknown,0.6607142857142857,casual,0.14285714285714285,layering,0.08928571428571429,plain,0.75,plain,0.75,stripe,0.17857142857142858,spot,0.03571428571428571,unknown,0.7857142857142857,unknown,0.7857142857142857,knit,0.14285714285714285,sequin,0.03571428571428571,unknown,0.9107142857142857,unknown,0.9107142857142857,longline,0.05357142857142857,oversized,0.03571428571428571,unknown,0.9107142857142857,unknown,0.9107142857142857,long,0.05357142857142857,bell,0.03571428571428571,unknown,0.9642857142857143,unknown,0.9642857142857143,cowl,0.017857142857142856,crew,0.017857142857142856,unknown,0.9285714285714286,unknown,0.9285714285714286,long,0.05357142857142857,mid,0.017857142857142856,unknown,0.32142857142857145,unknown,0.32142857142857145,navy,0.16071428571428573,grey,0.10714285714285714
Stefania,33,top,0.5454545454545454,top,0.5454545454545454,unknown,0.36363636363636365,kimono,0.06060606060606061,unknown,0.5757575757575758,unknown,0.5757575757575758,relaxed,0.21212121212121213,casual,0.09090909090909091,plain,0.9090909090909091,plain,0.9090909090909091,stripe,0.06060606060606061,check,0.030303030303030304,unknown,0.8484848484848485,unknown,0.8484848484848485,knit,0.15151515151515152,unknown,0.0,unknown,0.7878787878787878,unknown,0.7878787878787878,relaxed,0.21212121212121213,unknown,0.0,unknown,0.7878787878787878,unknown,0.7878787878787878,long,0.15151515151515152,batwing,0.06060606060606061,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.8484848484848485,unknown,0.8484848484848485,long,0.15151515151515152,unknown,0.0,unknown,0.3333333333333333,unknown,0.3333333333333333,grey,0.15151515151515152,navy,0.15151515151515152
Summer,95,top,0.8210526315789474,top,0.8210526315789474,unknown,0.1368421052631579,cardigan,0.042105263157894736,unknown,0.5578947368421052,unknown,0.5578947368421052,casual,0.2736842105263158,elegant,0.042105263157894736,plain,0.8421052631578947,plain,0.8421052631578947,stripe,0.09473684210526316,check,0.021052631578947368,unknown,0.9263157894736842,unknown,0.9263157894736842,knit,0.07368421052631578,unknown,0.0,unknown,0.8105263157894737,unknown,0.8105263157894737,longline,0.15789473684210525,swing,0.021052631578947368,unknown,0.8842105263157894,unknown,0.8842105263157894,long,0.10526315789473684,bell,0.010526315789473684,unknown,0.9368421052631579,unknown,0.9368421052631579,crew,0.031578947368421054,v_neck,0.021052631578947368,unknown,0.8421052631578947,unknown,0.8421052631578947,long,0.15789473684210525,unknown,0.0,unknown,0.4105263157894737,unknown,0.4105263157894737,white,0.09473684210526316,navy,0.09473684210526316
Thais,3,top,0.6666666666666666,top,0.6666666666666666,kimono,0.3333333333333333,unknown,0.0,romantic,0.3333333333333333,romantic,0.3333333333333333,relaxed,0.3333333333333333,layering,0.3333333333333333,plain,0.6666666666666666,plain,0.6666666666666666,floral,0.3333333333333333,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.6666666666666666,unknown,0.6666666666666666,relaxed,0.3333333333333333,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.6666666666666666,unknown,0.6666666666666666,off_shoulder,0.3333333333333333,unknown,0.0,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.6666666666666666,unknown,0.6666666666666666,blue,0.3333333333333333,unknown,0.0
Tia,71,top,0.971830985915493,top,0.971830985915493,unknown,0.028169014084507043,unknown,0.0,casual,0.36619718309859156,casual,0.36619718309859156,elegant,0.2535211267605634,relaxed,0.16901408450704225,plain,0.8873239436619719,plain,0.8873239436619719,stripe,0.056338028169014086,spot,0.028169014084507043,unknown,1.0,unknown,1.0,unknown,0.0,unknown,0.0,unknown,0.8309859154929577,unknown,0.8309859154929577,swing,0.16901408450704225,unknown,0.0,unknown,0.9859154929577465,unknown,0.9859154929577465,bell,0.014084507042253521,unknown,0.0,unknown,0.9859154929577465,unknown,0.9859154929577465,crew,0.014084507042253521,unknown,0.0,unknown,0.971830985915493,unknown,0.971830985915493,mid,0.028169014084507043,unknown,0.0,unknown,0.38028169014084506,unknown,0.38028169014084506,white,0.14084507042253522,black,0.1267605633802817
