product_id,garment_bust,garment_waist,garment_hip,garment_length,garment_sleeve,valid_dimension_count,fully_missing_measurements,partially_missing_measurements
lilly-layer-stripe-tank#NavyWhite,102.0,108.0,120.0,66.0,,4,False,True
linen-cotton-shirt#White,112.0,120.0,132.0,72.0,40.0,5,False,False
linen-v-neck-cami-2#BlueWhite,98.0,110.0,116.0,46.0,,4,False,True
llama-long-sleeve-shirt#Mustard,110.0,114.0,,70.0,71.0,4,False,True
lola-bell-sleeve-top-ditsy-daisies#Blue,128.0,,138.0,66.0,29.0,4,False,True
lola-bell-sleeve-top-entangled-vines#Gold,128.0,,138.0,66.0,24.0,4,False,True
long-sleeve-check-top#Check,137.0,,,70.0,59.0,3,False,True
long-sleeve-layer-top#Navy,108.0,122.0,130.0,68.0,69.0,5,False,False
long-sleeve-layer-top#White,108.0,122.0,130.0,68.0,69.0,5,False,False
long-sleeve-ruffle-shirt#Black,114.0,114.0,160.0,66.0,55.0,5,False,False
long-sleeve-ruffle-shirt#Navy,114.0,114.0,160.0,66.0,55.0,5,False,False
long-sleeve-ruffle-shirt#White,114.0,114.0,160.0,66.0,55.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#Black,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#BlueJeans,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#Cashew,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#Combat,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#Copper,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#DuckEgg,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#Fern,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#Navy,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#Oyster,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#SilverScon,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#Smoke,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#Storm,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#TeaRose,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-softly-swinging-bamboo-tee#White,113.0,121.0,153.0,78.0,72.0,5,False,False
long-sleeve-spot-top#Multispot,177.0,,157.0,67.0,,3,False,True
long-sleeve-tee-2#NavyWhite,92.0,88.0,102.0,64.0,66.0,5,False,False
longline-cardigan-2#Pink,120.0,,134.0,82.0,68.0,4,False,True
longline-gather-back-shirt#Black,118.0,144.0,160.0,83.0,57.0,5,False,False
love-song-relaxed-blouse#SagePearl,126.0,152.0,122.0,65.0,64.0,5,False,False
lucy-rib-oversized-top#Black,114.0,114.0,114.0,65.0,65.0,5,False,False
lucy-rib-oversized-top#WhiteGrey,114.0,114.0,114.0,65.0,65.0,5,False,False
lurex-stitch-top#White,130.0,126.0,130.0,67.0,35.0,5,False,False
luxe-shirt#Black,130.0,,120.0,72.0,70.0,4,False,True
luxe-shirt#Champagne,130.0,,120.0,72.0,70.0,4,False,True
luxe-shirt#Navy,130.0,,120.0,72.0,70.0,4,False,True
magnolia-fields-keyhole-blouse#Magnolia,88.0,84.0,120.0,65.0,68.0,5,False,False
makeover-blouse#LimeGreen,,,,66.0,39.0,2,False,True
malibu-cardigan#Navy,100.0,110.0,136.0,74.0,66.0,5,False,False
malibu-cardigan#Wine,100.0,110.0,136.0,74.0,66.0,5,False,False
manhattan-stretch-tee#Black,94.0,92.0,104.0,65.0,29.0,5,False,False
manhattan-stretch-tee#NavyWhtStr,94.0,92.0,104.0,65.0,29.0,5,False,False
manhattan-stretch-tee#Navy,94.0,92.0,104.0,65.0,29.0,5,False,False
manhattan-stretch-tee#White,94.0,92.0,104.0,65.0,29.0,5,False,False
marjorie-tie-blouse#BluePrint,112.0,110.0,112.0,63.0,68.0,5,False,False
marlow-cardigan#Cream,116.0,116.0,120.0,70.0,74.0,5,False,False
marquax-tunic#OnyxSpeck,122.0,120.0,148.0,75.0,43.0,5,False,False
mauevewood-crew#Charcoal,122.0,116.0,116.0,64.0,76.0,5,False,False
mauevewood-crew#YellowWhit,122.0,116.0,116.0,64.0,76.0,5,False,False
maui-stretch-tee#Black,130.0,96.0,96.0,66.0,29.0,5,False,False
maui-stretch-tee#NavyWhtStr,130.0,96.0,96.0,66.0,29.0,5,False,False
maui-stretch-tee#Navy,130.0,96.0,96.0,66.0,29.0,5,False,False
maui-stretch-tee#White,130.0,96.0,96.0,66.0,29.0,5,False,False
meadow-cardigan#Cream,104.0,104.0,104.0,107.0,70.0,5,False,False
meera-oversized-shirt#Mint,142.0,128.0,122.0,64.0,44.0,5,False,False
melbourne-stretch-cardigan#Black,116.0,95.0,100.0,60.0,70.0,5,False,False
melbourne-stretch-cardigan#NavyWhtStr,116.0,95.0,100.0,60.0,70.0,5,False,False
melbourne-stretch-cardigan#Navy,116.0,95.0,100.0,60.0,70.0,5,False,False
meredith-78-oversized-pullover-knit#CameoRose,164.0,164.0,,56.0,55.0,4,False,True
meredith-78-oversized-pullover-knit#WhiteCapGr,164.0,164.0,,56.0,55.0,4,False,True
merino-boyfriend-cardigan#MelangeStr,104.0,96.0,102.0,73.0,66.0,5,False,False
messina-knit#Cognac,148.0,142.0,142.0,65.0,67.0,5,False,False
messina-knit-1#Shiraz,148.0,142.0,142.0,65.0,67.0,5,False,False
messina-v-neck-tee#Black,114.0,114.0,118.0,66.0,37.0,5,False,False
messina-v-neck-tee#White,114.0,114.0,118.0,66.0,37.0,5,False,False
midtown-ruffle-shirt#BoldRed,108.0,116.0,60.0,63.0,69.0,5,False,False
mila-knit-cardigan#Black,102.0,100.0,98.0,100.0,66.0,5,False,False
mila-knit-cardigan#Clay,102.0,100.0,98.0,100.0,66.0,5,False,False
mila-knit-cardigan#InkWhite,102.0,100.0,98.0,100.0,66.0,5,False,False
mila-knit-cardigan#StoneBlack,102.0,100.0,98.0,100.0,66.0,5,False,False
milan-34-sleeve-1#Melange,130.0,122.0,126.0,62.0,57.0,5,False,False
milan-stretch-top#Black,130.0,122.0,126.0,62.0,57.0,5,False,False
milan-stretch-top#NavyWhtStr,130.0,122.0,126.0,62.0,57.0,5,False,False
milan-stretch-top#Navy,130.0,122.0,126.0,62.0,57.0,5,False,False
milan-stretch-top#SilverMarl,130.0,122.0,126.0,62.0,57.0,5,False,False
milan-stretch-top#White,130.0,122.0,126.0,62.0,57.0,5,False,False
millie-top#BlackSpot,104.0,100.0,110.0,65.0,72.0,5,False,False
millie-top#Blush,104.0,100.0,110.0,65.0,72.0,5,False,False
millie-top#Moss,104.0,100.0,110.0,65.0,72.0,5,False,False
millie-top#WhiteBlk,104.0,100.0,110.0,65.0,72.0,5,False,False
mixed-messages-jumper#MixedStrip,106.0,98.0,,57.0,67.0,4,False,True
monaco-knot-top#Black,86.0,76.0,82.0,64.0,70.0,5,False,False
monaco-knot-top#ClaySpot,86.0,76.0,82.0,64.0,70.0,5,False,False
monaco-knot-top#HeatheGrey,86.0,76.0,82.0,64.0,70.0,5,False,False
monaco-knot-top#Olive,86.0,76.0,82.0,64.0,70.0,5,False,False
monaco-sweater#BlackCream,120.0,,124.0,52.0,65.0,4,False,True
moonlight-kisses-bamboo-tee#Black,117.0,121.0,151.0,80.0,70.0,5,False,False
moonlight-kisses-bamboo-tee#Combat,117.0,121.0,151.0,80.0,70.0,5,False,False
moonlight-kisses-bamboo-tee#Saffron,117.0,121.0,151.0,80.0,70.0,5,False,False
moonlight-kisses-bamboo-tee#White,117.0,121.0,151.0,80.0,70.0,5,False,False
multi-pattern-print-top#NavyMulti,100.0,102.0,110.0,70.0,52.0,5,False,False
multi-sequin-dot-stripe-top#Navy,106.0,104.0,120.0,72.0,35.0,5,False,False
multi-stripe-jumper#NavyMulti,122.0,120.0,120.0,64.0,69.0,5,False,False
napoleon-top-1#NemoBlue,100.0,110.0,108.0,60.0,54.0,5,False,False
napoleon-top-1#NemoRed,100.0,110.0,108.0,60.0,54.0,5,False,False
natural-classic-cardigan#Pebble,106.0,,109.0,99.0,53.0,4,False,True
natural-cosy-sweater#Rosered,124.0,,,59.0,,2,False,True
natural-cropped-sleeve-knit#Cloudcover,111.0,,115.0,71.0,29.0,4,False,True
natural-cross-back-knit#Lightsmoke,140.0,,122.0,68.0,,3,False,True
natural-crossover-knit-1#Stormcloud,86.0,100.0,112.0,77.0,67.0,5,False,False
natural-detailed-sweater#Tinroof,118.0,,138.0,67.0,,3,False,True
natural-extra-fine-sweater#Snowgum,123.0,,71.0,69.0,65.0,4,False,True
natural-overlay-knit#Greybloss,136.0,,136.0,70.0,68.0,4,False,True
natural-pattern-cocoon-cardigan#Blossom,180.0,,124.0,70.0,55.0,4,False,True
natural-rolled-neck-tunic#BlueDam,124.0,,126.0,77.0,50.0,4,False,True
natural-textured-poncho#Deeprain,,,,76.0,,1,False,True
natural-tie-tunic#BlueSky,108.0,106.0,112.0,72.0,56.0,5,False,False
natural-waterfall-cardigan#Fallendust,,,,82.0,66.0,2,False,True
nature-ls-top#BlueGum,94.0,120.0,136.0,61.0,73.0,5,False,False
neptune-top-1#PrimBlack,108.0,110.0,120.0,75.0,53.0,5,False,False
never-ending-winter-knit-top#DeluxeGree,150.0,150.0,150.0,73.0,23.0,5,False,False
niue-neck-tie-shirt#LightBlue,84.0,100.0,108.0,62.0,63.0,5,False,False
not-today-buttoned-cardigan#Almond,102.0,104.0,,50.0,65.0,4,False,True
nova-lux-long-sleeve-tie-top#AidaStripe,100.0,104.0,106.0,60.0,73.0,5,False,False
nova-lux-long-sleeve-tie-top-1#CloudDance,100.0,104.0,106.0,60.0,73.0,5,False,False
nova-lux-long-sleeve-tie-top-1#NightSky,100.0,104.0,106.0,60.0,73.0,5,False,False
nova-lux-long-sleeve-tie-top-1#SimplyGree,100.0,104.0,106.0,60.0,73.0,5,False,False
nova-lux-solid-v-neck-placket-shirt#CloudDance,102.0,104.0,110.0,64.0,69.0,5,False,False
nuzuri-longline-cardi#Forest,124.0,,160.0,125.0,73.0,4,False,True
off-shoulder-top-1#Strawberry,114.0,124.0,,55.0,20.0,4,False,True
off-shoulder-top-2#FloraLace,122.0,,,59.0,32.0,3,False,True
on-safari-blouse#Jewel,,,,80.0,48.0,2,False,True
on-the-horizon-swing-top-1#Khaki,180.0,,178.0,79.0,,3,False,True
on-the-open-road-maxi-shirt#DarkOchre,131.0,139.0,71.0,128.0,76.0,5,False,False
open-plains-kimono-throw-1#Rust,180.0,180.0,180.0,88.0,50.0,5,False,False
oregon-safari-embroidered-top#White,108.0,108.0,120.0,72.0,46.0,5,False,False
out-of-my-mind-scallop-knit#GreyMarle,130.0,124.0,116.0,54.0,66.0,5,False,False
overlay-top-2#Black,106.0,112.0,110.0,70.0,22.0,5,False,False
overlay-tunic-3-pce-set#Emerald,98.0,96.0,100.0,112.0,70.0,5,False,False
oversize-contrast-hood-top#Steel,155.0,148.0,155.0,57.0,65.0,5,False,False
paige-top#Black,73.0,59.0,,72.0,66.0,4,False,True
paint-stroke-top#Strokes,128.0,104.0,170.0,62.0,68.0,5,False,False
paisley-top-1#Paisley,104.0,120.0,120.0,62.0,62.0,5,False,False
panelled-stripe-top#NavyWhite,110.0,116.0,118.0,70.0,67.0,5,False,False
paradise-cardi#MultiStrip,120.0,122.0,126.0,87.0,67.0,5,False,False
paradise-top#Red,102.0,128.0,,60.0,,3,False,True
paradising-buttoned-shirt#Wheat,100.0,104.0,110.0,54.0,36.0,5,False,False
partly-cloudy-knit#Black,130.0,130.0,,52.0,66.0,4,False,True
partly-cloudy-knit#PawPaw,130.0,130.0,,52.0,66.0,4,False,True
patchwork-tunic#Patchwork,129.0,130.0,,92.0,76.0,4,False,True
pattern-tunic-1#Lattice,180.0,174.0,164.0,61.0,38.0,5,False,False
peasant-top-3#Denim,112.0,144.0,168.0,53.0,29.0,5,False,False
picnic-top#BlackWhite,106.0,108.0,112.0,63.0,52.0,5,False,False
placement-print-shirt#WhiteNavy,131.0,110.0,144.0,73.0,51.0,5,False,False
pocket-shirt-1#Ivory,100.0,110.0,116.0,84.0,60.0,5,False,False
poncho-2#NavySilver,170.0,170.0,170.0,69.0,34.0,5,False,False
ponte-spot-top#BlackWhite,112.0,118.0,150.0,71.0,63.0,5,False,False
prairie-romance-blouse#Blush,136.0,140.0,162.0,75.0,76.0,5,False,False
prickly-cactus-crew#Pink,120.0,114.0,110.0,66.0,73.0,5,False,False
print-shirt-1#Blush,104.0,120.0,150.0,74.0,56.0,5,False,False
print-tee-3#Bike,140.0,143.0,163.0,,34.0,4,False,True
print-tee-3#Boats,140.0,143.0,163.0,,34.0,4,False,True
print-tee-3#Cntryhous,140.0,143.0,163.0,,34.0,4,False,True
print-tee-3#Music,140.0,143.0,163.0,,34.0,4,False,True
printed-tunic-7#RedCheck,132.0,135.0,122.0,100.0,73.0,5,False,False
printed-v-neck-blouse#NavyWhite,100.0,100.0,110.0,67.0,70.0,5,False,False
printed-v-neck-top#Striped,131.0,,142.0,68.0,34.0,4,False,True
pulkari-emb-top#Pulkari,98.0,100.0,106.0,70.0,38.0,5,False,False
pure-merino-fine-rib-polo#BlackStri,92.0,80.0,90.0,68.0,69.0,5,False,False
pure-merino-fine-rib-v-neck#Charcoal,86.0,76.0,94.0,,70.0,4,False,True
rama-top#Stonewash,132.0,144.0,158.0,60.0,30.0,5,False,False
raspberry-ls-tee#WhiteRaspb,112.0,112.0,118.0,73.0,70.0,5,False,False
relaxed-animal-print-blouse#Leopard,148.0,,142.0,58.0,69.0,4,False,True
relaxed-cape#Black,130.0,140.0,,59.0,70.0,4,False,True
relaxed-cape#WhiteBlack,130.0,140.0,,59.0,70.0,4,False,True
relaxed-top-1#FloraStrip,140.0,,,73.0,46.0,3,False,True
relaxed-v-neck-knit#Silver,102.0,96.0,100.0,64.0,74.0,5,False,False
renee-sweater#Sapphire,90.0,92.0,98.0,58.0,61.0,5,False,False
reversible-scoopv-neck-tank#Black,96.0,102.0,112.0,69.0,,4,False,True
reversible-scoopv-neck-tank#Navy,96.0,102.0,112.0,69.0,,4,False,True
reversible-scoopv-neck-tank#White,96.0,102.0,112.0,69.0,,4,False,True
reversible-stripe-vee-scoop-neck-tank#BlackWhite,100.0,104.0,110.0,70.0,,4,False,True
rib-tank-2#Black,104.0,106.0,112.0,69.0,,4,False,True
rib-tank-2#Khaki,104.0,106.0,112.0,69.0,,4,False,True
rib-tank-2#Mustard,104.0,106.0,112.0,69.0,,4,False,True
rib-tank-2#Navy,104.0,106.0,112.0,69.0,,4,False,True
rib-tank-2#Red,104.0,106.0,112.0,69.0,,4,False,True
rib-tank-2#White,104.0,106.0,112.0,69.0,,4,False,True
ricki-one-shoulder-top#BlackWhite,92.0,94.0,104.0,66.0,70.0,5,False,False
rika-top#BatikTile,90.0,92.0,92.0,57.0,,4,False,True
rise-top#Ink,114.0,110.0,112.0,61.0,58.0,5,False,False
rising-mist-jumper#Nickel,,,,59.0,79.0,2,False,True
robyn-top-1#Roanne,108.0,,112.0,64.0,67.0,4,False,True
roll-neck-jumper-3#GreyMarl,100.0,100.0,100.0,68.0,54.0,5,False,False
roll-with-me-jumper#Chalk,124.0,130.0,116.0,55.0,74.0,5,False,False
rory-spliced-zip-hoodie#Silver,108.0,108.0,106.0,63.0,73.0,5,False,False
rory-spliced-zip-hoodie#Slate,108.0,108.0,106.0,63.0,73.0,5,False,False
rose-shirt#BlueIllusi,112.0,110.0,114.0,68.0,71.0,5,False,False
rosie-bell-sleeve-denim-shirt#Stripe,100.0,104.0,,54.0,68.0,4,False,True
ruffle-hem-jersey-top#Pink,110.0,114.0,126.0,72.0,62.0,5,False,False
ruffle-sleeve-top-1#Black,129.0,114.0,142.0,77.0,48.0,5,False,False
ruffle-top-4#Black,110.0,110.0,116.0,64.0,61.0,5,False,False
ruffle-top-4#Terracotta,110.0,110.0,116.0,64.0,61.0,5,False,False
runaway-top#JetBlack,118.0,,138.0,50.0,,3,False,True
runaway-top#Sand,118.0,,138.0,50.0,,3,False,True
runaway-top#SoftMint,118.0,,138.0,50.0,,3,False,True
runaway-top#SoftPink,118.0,,138.0,50.0,,3,False,True
ryder-cosy-sweater#Blossom,110.0,110.0,120.0,61.0,70.0,5,False,False
saba-top-2#Catus,94.0,100.0,108.0,59.0,,4,False,True
sadie-crew#GreyMarle,160.0,,122.0,64.0,57.0,4,False,True
sailaway-blouse#OxfordBlue,112.0,114.0,,68.0,65.0,4,False,True
sand-queen-throw-blouse#Fleur,133.0,133.0,,74.0,65.0,4,False,True
sandy-off-the-shoulder-top#Gingham,102.0,110.0,110.0,59.0,52.0,5,False,False
seeker-knot-front-shirt#Olive,106.0,108.0,106.0,55.0,69.0,5,False,False
selene-cardigan#Ivy,160.0,160.0,168.0,87.0,71.0,5,False,False
selma-top-1#IndoStripe,100.0,132.0,148.0,65.0,21.0,5,False,False
sequin-cross-2-in-1-top#Khaki,127.0,102.0,108.0,81.0,59.0,5,False,False
sequin-cross-2-in-1-top#Navy,127.0,102.0,108.0,81.0,59.0,5,False,False
sequin-heart-layered-top#Natural,120.0,140.0,140.0,67.0,67.0,5,False,False
sequin-spot-cardi#Grey,104.0,108.0,108.0,81.0,68.0,5,False,False
sequin-spot-shirt#Blue,132.0,135.0,110.0,75.0,75.0,5,False,False
sequin-star-tee#Navy,106.0,120.0,136.0,74.0,30.0,5,False,False
shell-top-3#PapBlue,102.0,116.0,152.0,75.0,68.0,5,False,False
shirt-in-a-box#Silver,96.0,98.0,100.0,71.0,,4,False,True
side-buttoned-sweater#Buttoned,113.0,,,70.0,51.0,3,False,True
silver-cross-sweater#Silver,108.0,108.0,114.0,66.0,61.0,5,False,False
silver-dot-tie-sleeve-blouse#SilverDotP,102.0,104.0,120.0,61.0,68.0,5,False,False
skipping-stones-tunic#Forest,138.0,137.0,142.0,86.0,77.0,5,False,False
skipping-stones-tunic#Natural,138.0,137.0,142.0,86.0,77.0,5,False,False
sky-jumper-1#Clouds,136.0,128.0,126.0,55.0,60.0,5,False,False
sky-shirt#Clouds,148.0,144.0,144.0,62.0,70.0,5,False,False
snake-print-johnny-collar-top#BeigeSnake,120.0,114.0,120.0,70.0,76.0,5,False,False
snug-as-a-bug-jumper#Smoke,124.0,127.0,,51.0,48.0,4,False,True
soft-and-true-tunic#Pine,128.0,127.0,133.0,116.0,71.0,5,False,False
softly-falling-bamboo-tunic#Copper,126.0,136.0,154.0,106.0,48.0,5,False,False
softly-falling-bamboo-tunic#White,126.0,136.0,154.0,106.0,48.0,5,False,False
softly-swinging-bamboo-singlet#BlueJean,119.0,127.0,153.0,115.0,,4,False,True
softly-swinging-bamboo-singlet#Cashew,119.0,127.0,153.0,115.0,,4,False,True
softly-swinging-bamboo-tee#Black,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#BlueJeans,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#Blush,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#Cashew,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#Chambray,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#Copper,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#Jewel,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#Navy,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#Starfish,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#Storm,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#TeaRose,109.0,120.0,164.0,77.0,32.0,5,False,False
softly-swinging-bamboo-tee#White,109.0,120.0,164.0,77.0,32.0,5,False,False
soho-ruffle-jumper#OatmealMar,112.0,106.0,84.0,64.0,58.0,5,False,False
soho-v-neck-blouse#SohoPrint,92.0,94.0,,68.0,51.0,4,False,True
sontana-blouse#Stone,108.0,124.0,148.0,64.0,54.0,5,False,False
sparkly-star-tee#Blue,108.0,112.0,116.0,70.0,70.0,5,False,False
spiced-stripe-tee#NavyWhite,106.0,114.0,124.0,67.0,69.0,5,False,False
splice-knit-1#Multi,104.0,108.0,108.0,65.0,72.0,5,False,False
spliced-lace-panel-tee#White,122.0,,138.0,72.0,28.0,4,False,True
spliced-stripe-tunic#Navy,106.0,102.0,126.0,80.0,66.0,5,False,False
spot-layered-tee#Blue,120.0,130.0,146.0,63.0,61.0,5,False,False
square-nk-fray-trim-top#Denim,104.0,104.0,108.0,71.0,32.0,5,False,False
square-peg-pullover#SilverMix,106.0,108.0,108.0,65.0,68.0,5,False,False
st-helens-henley-tee#Sapphire,104.0,104.0,114.0,70.0,29.0,5,False,False
st-helens-henley-tee#White,104.0,104.0,114.0,70.0,29.0,5,False,False
star-and-spot-sweater#SilverMult,120.0,116.0,120.0,66.0,68.0,5,False,False
stara-cardigan#GreyMarle,112.0,,115.0,94.0,67.0,4,False,True
starry-night-cardi#Chalk,116.0,,,116.0,72.0,3,False,True
still-the-one-ruffle-blouse#Spot,108.0,112.0,116.0,58.0,70.0,5,False,False
stripe-me-happy-blouse#Ash,137.0,,,74.0,64.0,3,False,True
stripe-sweater-2#Blue,116.0,112.0,112.0,67.0,67.0,5,False,False
striped-cardigan-3#Rainbow,106.0,,106.0,60.0,74.0,4,False,True
striped-sleeve-sweater#Striped,,148.0,,,48.0,2,False,True
stud-trim-long-sleeve-top#Mint,141.0,139.0,153.0,80.0,51.0,5,False,False
sugar-snaps-layers-tank#Black,126.0,132.0,139.0,67.0,,4,False,True
sugar-snaps-layers-tank#Blue,126.0,132.0,139.0,67.0,,4,False,True
sugar-snaps-layers-tank#DeepCobalt,126.0,132.0,139.0,67.0,,4,False,True
sugar-snaps-layers-tank#DuckEgg,126.0,132.0,139.0,67.0,,4,False,True
sugar-snaps-layers-tank#Mint,126.0,132.0,139.0,67.0,,4,False,True
sugar-snaps-layers-tank#NewBeige,126.0,132.0,139.0,67.0,,4,False,True
sugar-snaps-layers-tank#PeachyKeen,126.0,132.0,139.0,67.0,,4,False,True
sugar-snaps-layers-tank#Red,126.0,132.0,139.0,67.0,,4,False,True
sugar-snaps-layers-tank#SeaGreen,126.0,132.0,139.0,67.0,,4,False,True
sugar-snaps-layers-tank#White,126.0,132.0,139.0,67.0,,4,False,True
sugar-snaps-round-neck-layer-tank#Black,123.0,132.0,157.0,68.0,,4,False,True
sugar-snaps-round-neck-layer-tank#DuckEgg,123.0,132.0,157.0,68.0,,4,False,True
sugar-snaps-round-neck-layer-tank#White,123.0,132.0,157.0,68.0,,4,False,True
sugar-snaps-throw-jacket#Black,169.0,176.0,94.0,100.0,36.0,5,False,False
sugar-snaps-throw-jacket#Duckegg,169.0,176.0,94.0,100.0,36.0,5,False,False
sugar-snaps-throw-jacket#White,169.0,176.0,94.0,100.0,36.0,5,False,False
summer-breeze-top-1#White,149.0,143.0,,118.0,61.0,4,False,True
summer-haze-top#Teal,127.0,139.0,165.0,68.0,,4,False,True
summer-whispers-kimono-1#Peacock,166.0,166.0,174.0,96.0,46.0,5,False,False
sunshine-in-me-tee-1#GreyMarle,127.0,,,73.0,,2,False,True
sunshine-in-me-tee-1#White,127.0,,,73.0,,2,False,True
suri-bell-sleeve-top#GreyMarle,108.0,102.0,104.0,63.0,66.0,5,False,False
tab-sleeve-longline-shirt#Navy,127.0,128.0,180.0,80.0,,4,False,True
tab-sleeve-longline-shirt#Pink,127.0,128.0,180.0,80.0,,4,False,True
tab-sleeve-longline-shirt#Silver,127.0,128.0,180.0,80.0,,4,False,True
the-asymmetrical-hem-sweater#Blush,130.0,,142.0,77.0,68.0,4,False,True
the-asymmetrical-tank-top#HotPink,128.0,131.0,141.0,66.0,,4,False,True
the-asymmetrical-tank-top#Indigo,128.0,131.0,141.0,66.0,,4,False,True
the-bamboo-tunic-dress#Khaki,130.0,,136.0,89.0,29.0,4,False,True
the-batwing-tee#Black,,104.0,90.0,75.0,54.0,4,False,True
the-batwing-tee#FrenchBlue,,104.0,90.0,75.0,54.0,4,False,True
the-batwing-tee#Sea,,104.0,90.0,75.0,54.0,4,False,True
the-batwing-tee#Stone,,104.0,90.0,75.0,54.0,4,False,True
the-bell-sleeve-top#BlkStripe,130.0,135.0,,71.0,64.0,4,False,True
the-bell-sleeve-top#Grey,130.0,135.0,,71.0,64.0,4,False,True
the-belle-sleeve-print-top#NavyPrint,138.0,137.0,,78.0,,3,False,True
the-blouson-sleeve-jumper#Grey,124.0,124.0,,72.0,68.0,4,False,True
the-blouson-sleeve-jumper#Navy,124.0,124.0,,72.0,68.0,4,False,True
the-boat-neck-top#Black,57.0,53.0,62.0,62.0,64.0,5,False,False
the-boat-neck-top#Navy,57.0,53.0,62.0,62.0,64.0,5,False,False
the-boat-neck-top-1#Ink,140.0,118.0,142.0,74.0,70.0,5,False,False
the-boat-neck-top-1#NavyWhite,140.0,118.0,142.0,74.0,70.0,5,False,False
the-bonded-cotton-shirt#Pink,142.0,143.0,144.0,89.0,,4,False,True
the-bonded-cotton-tunic-dress#Navy,135.0,139.0,155.0,111.0,,4,False,True
the-box-top#Blush,146.0,,156.0,78.0,42.0,4,False,True
the-box-top#Khaki,146.0,,156.0,78.0,42.0,4,False,True
the-button-up-swing-tunic#Wine,143.0,150.0,,90.0,72.0,4,False,True
the-cape-jersey-top#DarkNavy,111.0,107.0,123.0,71.0,73.0,5,False,False
the-cascade-blouse#Auburn,125.0,127.0,135.0,70.0,69.0,5,False,False
the-check-pullover#PinkCheck,177.0,173.0,177.0,67.0,60.0,5,False,False
the-colour-block-pullover#Sage,127.0,,,67.0,52.0,3,False,True
the-contrast-34-sleeve-top#Navy,128.0,140.0,170.0,65.0,55.0,5,False,False
the-contrast-detail-top#Ivory,130.0,,,69.0,45.0,3,False,True
the-contrast-knit-1#Navy,119.0,123.0,,73.0,74.0,4,False,True
the-contrast-knit-1#Sage,119.0,123.0,,73.0,74.0,4,False,True
the-contrast-panel-top#BlkStripe,130.0,,,73.0,,2,False,True
the-contrast-panel-top#SageStripe,130.0,,,73.0,,2,False,True
the-contrast-trim-knit#BlackWhite,126.0,,,79.0,,2,False,True
the-cosy-cardigan#Blue,145.0,,,97.0,75.0,3,False,True
the-cosy-cardigan#Grey,145.0,,,97.0,75.0,3,False,True
the-cotton-bamboo-ls-top#Black,137.0,,134.0,67.0,,3,False,True
the-cotton-bamboo-ls-top#NavyStripe,137.0,,134.0,67.0,,3,False,True
the-cotton-bamboo-tank#Chambray,115.0,124.0,149.0,71.0,,4,False,True
the-cotton-bamboo-tank#DarkNavy,115.0,124.0,149.0,71.0,,4,False,True
the-cotton-bamboo-tank#DuckEgg,115.0,124.0,149.0,71.0,,4,False,True
the-cotton-bamboo-tank#Moonbeam,115.0,124.0,149.0,71.0,,4,False,True
the-cotton-bamboo-tank#White,115.0,124.0,149.0,71.0,,4,False,True
the-cotton-bamboo-tee#BlueJeans,97.0,96.0,116.0,115.0,26.0,5,False,False
the-cotton-bamboo-tee#DuckEgg,97.0,96.0,116.0,115.0,26.0,5,False,False
the-cotton-bamboo-tee#DustyPink,97.0,96.0,116.0,115.0,26.0,5,False,False
the-cotton-bamboo-tee#White,97.0,96.0,116.0,115.0,26.0,5,False,False
the-cotton-blend-stripe-jumper#BlueStripe,124.0,,,76.0,47.0,3,False,True
