person_id,positive_product_id,negative_product_id,negative_type
Anna Maria,falling-for-you-cardi#Black,natural-textured-poncho#Deeprain,hard
Anna Maria,falling-for-you-cardi#Black,voyager-stripe-crew#Stripe,hard
Anna Maria,falling-for-you-cardi#Black,oregon-safari-embroidered-top#White,random
Maddy,oregon-safari-embroidered-top#White,natural-textured-poncho#Deeprain,hard
Maddy,oregon-safari-embroidered-top#White,voyager-stripe-crew#Stripe,hard
Maddy,oregon-safari-embroidered-top#White,snake-print-johnny-collar-top#BeigeSnake,random
Mercy,belle-square-neck-drape-tee#Vanilla,voyager-stripe-crew#Stripe,hard
Mercy,belle-square-neck-drape-tee#Vanilla,makeover-blouse#LimeGreen,hard
Mercy,belle-square-neck-drape-tee#Vanilla,natural-tie-tunic#BlueSky,random
Ljubenka,belle-half-sleeve-forgiver-tunic#White,the-uneven-hem-knit-1#Sage,hard
Ljubenka,belle-half-sleeve-forgiver-tunic#White,natural-textured-poncho#Deeprain,hard
Ljubenka,belle-half-sleeve-forgiver-tunic#White,the-tie-front-top#Black,random
Edith,patchwork-tunic#Patchwork,voyager-stripe-crew#Stripe,hard
Edith,patchwork-tunic#Patchwork,makeover-blouse#LimeGreen,hard
Edith,patchwork-tunic#Patchwork,nova-lux-long-sleeve-tie-top-1#SimplyGree,random
Mae-Lee,sugar-snaps-layers-tank#Black,side-buttoned-sweater#Buttoned,hard
Mae-Lee,sugar-snaps-layers-tank#Black,voyager-stripe-crew#Stripe,hard
Mae-Lee,sugar-snaps-layers-tank#Black,rama-top#Stonewash,random
Summer,felicity-cardigan#Dewkist,voyager-stripe-crew#Stripe,hard
Summer,felicity-cardigan#Dewkist,natural-textured-poncho#Deeprain,hard
Summer,felicity-cardigan#Dewkist,floral-blouse-2#NavyMulti,random
Maddy,the-long-sleeve-scoop-neck-tee#Navy,natural-textured-poncho#Deeprain,hard
Maddy,the-long-sleeve-scoop-neck-tee#Navy,voyager-stripe-crew#Stripe,hard
Maddy,the-long-sleeve-scoop-neck-tee#Navy,partly-cloudy-knit#Black,random
Anna,milan-stretch-top#Black,voyager-stripe-crew#Stripe,hard
Anna,milan-stretch-top#Black,makeover-blouse#LimeGreen,hard
Anna,milan-stretch-top#Black,bertie-top#Black,random
Laura,the-asymmetrical-tank-top#Indigo,cara-tee-2#Blush,hard
Laura,the-asymmetrical-tank-top#Indigo,cara-tee-2#WhiteBlk,hard
Laura,the-asymmetrical-tank-top#Indigo,rib-tank-2#Red,random
Jess,belle-half-sleeve-boat-tee#Black,cara-tee-2#Blush,hard
Jess,belle-half-sleeve-boat-tee#Black,cara-tee-2#WhiteBlk,hard
Jess,belle-half-sleeve-boat-tee#Black,the-stitch-v-neck-knit#PinkMarle,random
Mae-Lee,oregon-safari-embroidered-top#White,side-buttoned-sweater#Buttoned,hard
Mae-Lee,oregon-safari-embroidered-top#White,voyager-stripe-crew#Stripe,hard
Mae-Lee,oregon-safari-embroidered-top#White,the-swing-tank-top#Rose,random
Marnee,falling-for-you-cardi#GreyMarle,natural-textured-poncho#Deeprain,hard
Marnee,falling-for-you-cardi#GreyMarle,voyager-stripe-crew#Stripe,hard
Marnee,falling-for-you-cardi#GreyMarle,nova-lux-solid-v-neck-placket-shirt#CloudDance,random
Summer,printed-tunic-7#RedCheck,voyager-stripe-crew#Stripe,hard
Summer,printed-tunic-7#RedCheck,natural-textured-poncho#Deeprain,hard
Summer,printed-tunic-7#RedCheck,the-oversized-cotton-blend-shirt#Navy,random
Marnee,sugar-snaps-round-neck-layer-tank#White,natural-textured-poncho#Deeprain,hard
Marnee,sugar-snaps-round-neck-layer-tank#White,voyager-stripe-crew#Stripe,hard
Marnee,sugar-snaps-round-neck-layer-tank#White,luxe-shirt#Navy,random
Gemma,holly-rib-long-sleeve-tee#Khaki,voyager-stripe-crew#Stripe,hard
Gemma,holly-rib-long-sleeve-tee#Khaki,makeover-blouse#LimeGreen,hard
Gemma,holly-rib-long-sleeve-tee#Khaki,the-double-layer-top#Black,random
Riina,messina-v-neck-tee#Black,voyager-stripe-crew#Stripe,hard
Riina,messina-v-neck-tee#Black,makeover-blouse#LimeGreen,hard
Riina,messina-v-neck-tee#Black,hannah-tee-1#Black,random
Sophia,the-boat-neck-top#Navy,cara-tee-2#Blush,hard
Sophia,the-boat-neck-top#Navy,cara-tee-2#WhiteBlk,hard
Sophia,the-boat-neck-top#Navy,reversible-stripe-vee-scoop-neck-tank#BlackWhite,random
Gemma,ruffle-sleeve-top-1#Black,voyager-stripe-crew#Stripe,hard
Gemma,ruffle-sleeve-top-1#Black,makeover-blouse#LimeGreen,hard
Gemma,ruffle-sleeve-top-1#Black,midtown-ruffle-shirt#BoldRed,random
Ljubenka,the-cut-out-shoulder-blouse#Salmon,the-uneven-hem-knit-1#Sage,hard
Ljubenka,the-cut-out-shoulder-blouse#Salmon,natural-textured-poncho#Deeprain,hard
Ljubenka,the-cut-out-shoulder-blouse#Salmon,in-transit-cardi#Navy,random
Perrie,the-everyday-shirt#Pink,natural-textured-poncho#Deeprain,hard
Perrie,the-everyday-shirt#Pink,voyager-stripe-crew#Stripe,hard
Perrie,the-everyday-shirt#Pink,sandy-off-the-shoulder-top#Gingham,random
Kate,the-sleeveless-cross-over-blouse#Mint,natural-textured-poncho#Deeprain,hard
Kate,the-sleeveless-cross-over-blouse#Mint,animal-button-up-shirt#KhakiPrint,hard
Kate,the-sleeveless-cross-over-blouse#Mint,frost-cardigan#Mauvewoo,random
Marnee,chasing-birds-blouse#White,natural-textured-poncho#Deeprain,hard
Marnee,chasing-birds-blouse#White,voyager-stripe-crew#Stripe,hard
Marnee,chasing-birds-blouse#White,hannah-tee-1#RedWhite,random
Georgia,open-plains-kimono-throw-1#Rust,voyager-stripe-crew#Stripe,hard
Georgia,open-plains-kimono-throw-1#Rust,makeover-blouse#LimeGreen,hard
Georgia,open-plains-kimono-throw-1#Rust,tie-back-bell-sleeve-top-5#Summerbud,random
Jess,the-stripe-crossover-blouse#Bluestripe,cara-tee-2#Blush,hard
Jess,the-stripe-crossover-blouse#Bluestripe,cara-tee-2#WhiteBlk,hard
Jess,the-stripe-crossover-blouse#Bluestripe,the-wrap-jersey-top#JetBlack,random
Helen,niue-neck-tie-shirt#LightBlue,voyager-stripe-crew#Stripe,hard
Helen,niue-neck-tie-shirt#LightBlue,makeover-blouse#LimeGreen,hard
Helen,niue-neck-tie-shirt#LightBlue,arlo-cardigan#Navy,random
Miranda,the-reversible-cowl-neck-top-1#White,voyager-stripe-crew#Stripe,hard
Miranda,the-reversible-cowl-neck-top-1#White,makeover-blouse#LimeGreen,hard
Miranda,the-reversible-cowl-neck-top-1#White,billow-top#Peach,random
Natalia,horizontal-cabel-pullover#EnglishRos,voyager-stripe-crew#Stripe,hard
Natalia,horizontal-cabel-pullover#EnglishRos,makeover-blouse#LimeGreen,hard
Natalia,horizontal-cabel-pullover#EnglishRos,summer-whispers-kimono-1#Peacock,random
Natalia,kimono-and-me-cardi#Sand,voyager-stripe-crew#Stripe,hard
Natalia,kimono-and-me-cardi#Sand,makeover-blouse#LimeGreen,hard
Natalia,kimono-and-me-cardi#Sand,cross-my-heart-bamboo-slouch-tee#White,random
Maddy,border-stripe-knit#WhitePink,natural-textured-poncho#Deeprain,hard
Maddy,border-stripe-knit#WhitePink,voyager-stripe-crew#Stripe,hard
Maddy,border-stripe-knit#WhitePink,millie-top#WhiteBlk,random
Edith,buttoned-top#Spotty,voyager-stripe-crew#Stripe,hard
Edith,buttoned-top#Spotty,makeover-blouse#LimeGreen,hard
Edith,buttoned-top#Spotty,rib-tank-2#Mustard,random
Marnee,softly-swinging-bamboo-tee#Copper,natural-textured-poncho#Deeprain,hard
Marnee,softly-swinging-bamboo-tee#Copper,voyager-stripe-crew#Stripe,hard
Marnee,softly-swinging-bamboo-tee#Copper,drama-top#BlackGrey,random
Palatina,beach-walk-shirt#Stormy,cara-tee-2#Blush,hard
Palatina,beach-walk-shirt#Stormy,cara-tee-2#WhiteBlk,hard
Palatina,beach-walk-shirt#Stormy,layered-tunic-1#Natural,random
Summer,hem-frill-stripe-top#Frilled,voyager-stripe-crew#Stripe,hard
Summer,hem-frill-stripe-top#Frilled,natural-textured-poncho#Deeprain,hard
Summer,hem-frill-stripe-top#Frilled,layered-top-2#White,random
Palatina,merino-boyfriend-cardigan#MelangeStr,cara-tee-2#Blush,hard
Palatina,merino-boyfriend-cardigan#MelangeStr,cara-tee-2#WhiteBlk,hard
Palatina,merino-boyfriend-cardigan#MelangeStr,half-sleeve-fluffy-knit#Ivory,random
Anna,the-cotton-bamboo-tank#White,voyager-stripe-crew#Stripe,hard
Anna,the-cotton-bamboo-tank#White,makeover-blouse#LimeGreen,hard
Anna,the-cotton-bamboo-tank#White,the-slouch-pocket-tee#Stripe,random
Amanda,the-essential-pullover#SkyBlue,natural-textured-poncho#Deeprain,hard
Amanda,the-essential-pullover#SkyBlue,voyager-stripe-crew#Stripe,hard
Amanda,the-essential-pullover#SkyBlue,the-cut-out-shoulder-blouse#Black,random
Alex,jade-kimono-kaleidoscope#Blue,voyager-stripe-crew#Stripe,hard
Alex,jade-kimono-kaleidoscope#Blue,makeover-blouse#LimeGreen,hard
Alex,jade-kimono-kaleidoscope#Blue,the-flutter-sleeve-top#Denim,random
Amanda,the-everyday-shirt#Black,natural-textured-poncho#Deeprain,hard
Amanda,the-everyday-shirt#Black,voyager-stripe-crew#Stripe,hard
Amanda,the-everyday-shirt#Black,the-half-sleeve-tee#Black,random
Laura,the-long-sleeve-v-neck-tee#Black,cara-tee-2#Blush,hard
Laura,the-long-sleeve-v-neck-tee#Black,cara-tee-2#WhiteBlk,hard
Laura,the-long-sleeve-v-neck-tee#Black,tracie-top#Black,random
Clementine,the-everyday-shirt#Rose,voyager-stripe-crew#Stripe,hard
Clementine,the-everyday-shirt#Rose,makeover-blouse#LimeGreen,hard
Clementine,the-everyday-shirt#Rose,long-sleeve-softly-swinging-bamboo-tee#Copper,random
Jess,natural-detailed-sweater#Tinroof,cara-tee-2#Blush,hard
Jess,natural-detailed-sweater#Tinroof,cara-tee-2#WhiteBlk,hard
Jess,natural-detailed-sweater#Tinroof,monaco-knot-top#Olive,random
Gemma,lucy-rib-oversized-top#WhiteGrey,voyager-stripe-crew#Stripe,hard
Gemma,lucy-rib-oversized-top#WhiteGrey,makeover-blouse#LimeGreen,hard
Gemma,lucy-rib-oversized-top#WhiteGrey,sugar-snaps-layers-tank#PeachyKeen,random
Madeline,natural-overlay-knit#Greybloss,voyager-stripe-crew#Stripe,hard
Madeline,natural-overlay-knit#Greybloss,makeover-blouse#LimeGreen,hard
Madeline,natural-overlay-knit#Greybloss,nova-lux-solid-v-neck-placket-shirt#CloudDance,random
Amanda,the-batwing-tee#Stone,natural-textured-poncho#Deeprain,hard
Amanda,the-batwing-tee#Stone,voyager-stripe-crew#Stripe,hard
Amanda,the-batwing-tee#Stone,buttoned-top#Spotty,random
Marnee,chill-out-slouch-top#GreyMarle,natural-textured-poncho#Deeprain,hard
Marnee,chill-out-slouch-top#GreyMarle,voyager-stripe-crew#Stripe,hard
Marnee,chill-out-slouch-top#GreyMarle,tia-boyfriend-shirt#White,random
Georgia,long-sleeve-softly-swinging-bamboo-tee#Fern,voyager-stripe-crew#Stripe,hard
Georgia,long-sleeve-softly-swinging-bamboo-tee#Fern,makeover-blouse#LimeGreen,hard
Georgia,long-sleeve-softly-swinging-bamboo-tee#Fern,foil-print-top-2#Navy,random
Kate,sugar-snaps-layers-tank#DeepCobalt,natural-textured-poncho#Deeprain,hard
Kate,sugar-snaps-layers-tank#DeepCobalt,animal-button-up-shirt#KhakiPrint,hard
Kate,sugar-snaps-layers-tank#DeepCobalt,daisy-chain-tassel-blouse#DeepBlue,random
Sophia,ava-short-sleeve-linen-tee#Navy,cara-tee-2#Blush,hard
Sophia,ava-short-sleeve-linen-tee#Navy,cara-tee-2#WhiteBlk,hard
Sophia,ava-short-sleeve-linen-tee#Navy,natural-waterfall-cardigan#Fallendust,random
Nadine,the-everyday-shirt#Rose,makeover-blouse#LimeGreen,hard
Nadine,the-everyday-shirt#Rose,pure-merino-fine-rib-v-neck#Charcoal,hard
Nadine,the-everyday-shirt#Rose,waterfall-cardi-1#Black,random
Marnee,driftwood-gathering-blouse#Khaki,natural-textured-poncho#Deeprain,hard
Marnee,driftwood-gathering-blouse#Khaki,voyager-stripe-crew#Stripe,hard
Marnee,driftwood-gathering-blouse#Khaki,multi-pattern-print-top#NavyMulti,random
Natalie,the-sleeveless-cross-over-blouse#Mint,natural-textured-poncho#Deeprain,hard
Natalie,the-sleeveless-cross-over-blouse#Mint,voyager-stripe-crew#Stripe,hard
Natalie,the-sleeveless-cross-over-blouse#Mint,layered-sleeve-top#DarkBlue,random
Marnee,moonlight-kisses-bamboo-tee#Combat,natural-textured-poncho#Deeprain,hard
Marnee,moonlight-kisses-bamboo-tee#Combat,voyager-stripe-crew#Stripe,hard
Marnee,moonlight-kisses-bamboo-tee#Combat,the-cross-front-spot-blouse#NavySpot,random
Stacey,long-sleeve-check-top#Check,makeover-blouse#LimeGreen,hard
Stacey,long-sleeve-check-top#Check,cara-tee-2#Blush,hard
Stacey,long-sleeve-check-top#Check,fundamental-vee-tee#Navy,random
Laura,the-ultimate-tie-cardi#Black,cara-tee-2#Blush,hard
Laura,the-ultimate-tie-cardi#Black,cara-tee-2#WhiteBlk,hard
Laura,the-ultimate-tie-cardi#Black,the-daily-cross-over-top#SkyBlue,random
Edith,off-shoulder-top-1#Strawberry,voyager-stripe-crew#Stripe,hard
Edith,off-shoulder-top-1#Strawberry,makeover-blouse#LimeGreen,hard
Edith,off-shoulder-top-1#Strawberry,the-sleeve-detail-knit#Ivory,random
Summer,never-ending-winter-knit-top#DeluxeGree,voyager-stripe-crew#Stripe,hard
Summer,never-ending-winter-knit-top#DeluxeGree,natural-textured-poncho#Deeprain,hard
Summer,never-ending-winter-knit-top#DeluxeGree,on-safari-blouse#Jewel,random
Georgia,layer-me-bamboo-rouched-sleeve-tee#Copper,voyager-stripe-crew#Stripe,hard
Georgia,layer-me-bamboo-rouched-sleeve-tee#Copper,makeover-blouse#LimeGreen,hard
Georgia,layer-me-bamboo-rouched-sleeve-tee#Copper,wonderlust-tee#BurntOran,random
Lauren,belle-tie-front-shirt#Black,side-buttoned-sweater#Buttoned,hard
Lauren,belle-tie-front-shirt#Black,voyager-stripe-crew#Stripe,hard
Lauren,belle-tie-front-shirt#Black,belle-lace-trim-tee#GreyMarle,random
Anna,the-everyday-shirt#Midnight,voyager-stripe-crew#Stripe,hard
Anna,the-everyday-shirt#Midnight,makeover-blouse#LimeGreen,hard
Anna,the-everyday-shirt#Midnight,the-on-or-off-the-shoulder-top#FrenchNavy,random
Marnee,wrap-me-up-bamboo-top#Black,natural-textured-poncho#Deeprain,hard
Marnee,wrap-me-up-bamboo-top#Black,voyager-stripe-crew#Stripe,hard
Marnee,wrap-me-up-bamboo-top#Black,raspberry-ls-tee#WhiteRaspb,random
Georgia,softly-swinging-bamboo-singlet#Cashew,voyager-stripe-crew#Stripe,hard
Georgia,softly-swinging-bamboo-singlet#Cashew,makeover-blouse#LimeGreen,hard
Georgia,softly-swinging-bamboo-singlet#Cashew,mila-knit-cardigan#Black,random
Perrie,irena-embroidered-blouse#DustyRose,natural-textured-poncho#Deeprain,hard
Perrie,irena-embroidered-blouse#DustyRose,voyager-stripe-crew#Stripe,hard
Perrie,irena-embroidered-blouse#DustyRose,cara-tee-2#WhiteBlk,random
Jess,falling-for-you-cardi#Dusty,cara-tee-2#Blush,hard
Jess,falling-for-you-cardi#Dusty,cara-tee-2#WhiteBlk,hard
Jess,falling-for-you-cardi#Dusty,frill-me-tie-throw-on#WhiteBlk,random
Summer,off-shoulder-top-2#FloraLace,voyager-stripe-crew#Stripe,hard
Summer,off-shoulder-top-2#FloraLace,natural-textured-poncho#Deeprain,hard
Summer,off-shoulder-top-2#FloraLace,variegated-rib-knit#Silver,random
Sophia,elcos-45-aop-top-jrs#BlackFlowe,cara-tee-2#Blush,hard
Sophia,elcos-45-aop-top-jrs#BlackFlowe,cara-tee-2#WhiteBlk,hard
Sophia,elcos-45-aop-top-jrs#BlackFlowe,reversible-scoopv-neck-tank#White,random
Jira,yvette-blouse#Black,voyager-stripe-crew#Stripe,hard
Jira,yvette-blouse#Black,makeover-blouse#LimeGreen,hard
Jira,yvette-blouse#Black,bertie-top#Black,random
Stacey,amira-sweater#Cream,makeover-blouse#LimeGreen,hard
Stacey,amira-sweater#Cream,cara-tee-2#Blush,hard
Stacey,amira-sweater#Cream,sparkly-star-tee#Blue,random
Louise,layer-top-1#Navy,pure-merino-fine-rib-polo#BlackStri,hard
Louise,layer-top-1#Navy,voyager-stripe-crew#Stripe,hard
Louise,layer-top-1#Navy,overlay-top-2#Black,random
Charlotte,natural-pattern-cocoon-cardigan#Blossom,voyager-stripe-crew#Stripe,hard
Charlotte,natural-pattern-cocoon-cardigan#Blossom,makeover-blouse#LimeGreen,hard
Charlotte,natural-pattern-cocoon-cardigan#Blossom,fundamental-sydney-crew#Burgundy,random
Laura,belle-half-sleeve-forgiver-tunic#Apricot,cara-tee-2#Blush,hard
Laura,belle-half-sleeve-forgiver-tunic#Apricot,cara-tee-2#WhiteBlk,hard
Laura,belle-half-sleeve-forgiver-tunic#Apricot,karmen-top#HighRiskRe,random
Denniel,the-short-sleeve-wrap-jersey-top#Emerald,natural-textured-poncho#Deeprain,hard
Denniel,the-short-sleeve-wrap-jersey-top#Emerald,voyager-stripe-crew#Stripe,hard
Denniel,the-short-sleeve-wrap-jersey-top#Emerald,monaco-sweater#BlackCream,random
Laura,the-roll-neck-sweater#Natural,cara-tee-2#Blush,hard
Laura,the-roll-neck-sweater#Natural,cara-tee-2#WhiteBlk,hard
Laura,the-roll-neck-sweater#Natural,paige-top#Black,random
Nadine,long-sleeve-ruffle-shirt#Navy,makeover-blouse#LimeGreen,hard
Nadine,long-sleeve-ruffle-shirt#Navy,pure-merino-fine-rib-v-neck#Charcoal,hard
Nadine,long-sleeve-ruffle-shirt#Navy,the-stripe-jersey-top#Blue,random
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,side-buttoned-sweater#Buttoned,hard
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,voyager-stripe-crew#Stripe,hard
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,the-frill-detail-blouse#Chambray,random
Maddy,the-half-sleeve-tee#White,natural-textured-poncho#Deeprain,hard
Maddy,the-half-sleeve-tee#White,voyager-stripe-crew#Stripe,hard
Maddy,the-half-sleeve-tee#White,paradise-cardi#MultiStrip,random
Jess,belle-half-sleeve-forgiver-tunic#Black,cara-tee-2#Blush,hard
Jess,belle-half-sleeve-forgiver-tunic#Black,cara-tee-2#WhiteBlk,hard
Jess,belle-half-sleeve-forgiver-tunic#Black,rib-tank-2#Black,random
Georgia,softly-swinging-bamboo-tee#White,voyager-stripe-crew#Stripe,hard
Georgia,softly-swinging-bamboo-tee#White,makeover-blouse#LimeGreen,hard
Georgia,softly-swinging-bamboo-tee#White,belle-drape-tee#Black,random
Marnee,the-drape-tee-1#NavyStripe,natural-textured-poncho#Deeprain,hard
Marnee,the-drape-tee-1#NavyStripe,voyager-stripe-crew#Stripe,hard
Marnee,the-drape-tee-1#NavyStripe,merino-boyfriend-cardigan#MelangeStr,random
Laura,the-cotton-bamboo-tank#DuckEgg,cara-tee-2#Blush,hard
Laura,the-cotton-bamboo-tank#DuckEgg,cara-tee-2#WhiteBlk,hard
Laura,the-cotton-bamboo-tank#DuckEgg,sugar-snaps-throw-jacket#Black,random
Mercy,overlay-tunic-3-pce-set#Emerald,voyager-stripe-crew#Stripe,hard
Mercy,overlay-tunic-3-pce-set#Emerald,makeover-blouse#LimeGreen,hard
Mercy,overlay-tunic-3-pce-set#Emerald,the-bell-sleeve-top#Grey,random
Natalie,the-cross-over-blouse#Mint,natural-textured-poncho#Deeprain,hard
Natalie,the-cross-over-blouse#Mint,voyager-stripe-crew#Stripe,hard
Natalie,the-cross-over-blouse#Mint,the-cotton-bamboo-tank#DuckEgg,random
Charlotte,natural-crossover-knit-1#Stormcloud,voyager-stripe-crew#Stripe,hard
Charlotte,natural-crossover-knit-1#Stormcloud,makeover-blouse#LimeGreen,hard
Charlotte,natural-crossover-knit-1#Stormcloud,long-sleeve-softly-swinging-bamboo-tee#Combat,random
Jess,natural-waterfall-cardigan#Fallendust,cara-tee-2#Blush,hard
Jess,natural-waterfall-cardigan#Fallendust,cara-tee-2#WhiteBlk,hard
Jess,natural-waterfall-cardigan#Fallendust,meadow-cardigan#Cream,random
Jess,layered-tee-2#White,cara-tee-2#Blush,hard
Jess,layered-tee-2#White,cara-tee-2#WhiteBlk,hard
Jess,layered-tee-2#White,malibu-cardigan#Navy,random
Stefania,the-pirate-in-me-shirt#White,voyager-stripe-crew#Stripe,hard
Stefania,the-pirate-in-me-shirt#White,makeover-blouse#LimeGreen,hard
Stefania,the-pirate-in-me-shirt#White,softly-swinging-bamboo-singlet#Cashew,random
Jess,runaway-top#SoftMint,cara-tee-2#Blush,hard
Jess,runaway-top#SoftMint,cara-tee-2#WhiteBlk,hard
Jess,runaway-top#SoftMint,the-dobby-sleeve-tee#White,random
Laura,the-cross-over-blouse#RoyalBlue,cara-tee-2#Blush,hard
Laura,the-cross-over-blouse#RoyalBlue,cara-tee-2#WhiteBlk,hard
Laura,the-cross-over-blouse#RoyalBlue,the-swing-tank-top#Rose,random
Laura,the-short-sleeve-wrap-jersey-top#Black,cara-tee-2#Blush,hard
Laura,the-short-sleeve-wrap-jersey-top#Black,cara-tee-2#WhiteBlk,hard
Laura,the-short-sleeve-wrap-jersey-top#Black,the-curve-striped-tank#Marine,random
Fiona,the-spotted-tunic#NavySpot,natural-textured-poncho#Deeprain,hard
Fiona,the-spotted-tunic#NavySpot,wonderland-blouse#Ink,hard
Fiona,the-spotted-tunic#NavySpot,freya-fringe-blouse#Navy,random
Anna Maria,the-twist-front-top#Navy,natural-textured-poncho#Deeprain,hard
Anna Maria,the-twist-front-top#Navy,voyager-stripe-crew#Stripe,hard
Anna Maria,the-twist-front-top#Navy,the-on-or-off-the-shoulder-top#Pink,random
Jess,softly-swinging-bamboo-tee#TeaRose,cara-tee-2#Blush,hard
Jess,softly-swinging-bamboo-tee#TeaRose,cara-tee-2#WhiteBlk,hard
Jess,softly-swinging-bamboo-tee#TeaRose,tab-sleeve-longline-shirt#Pink,random
Laura,sugar-snaps-round-neck-layer-tank#Black,cara-tee-2#Blush,hard
Laura,sugar-snaps-round-neck-layer-tank#Black,cara-tee-2#WhiteBlk,hard
Laura,sugar-snaps-round-neck-layer-tank#Black,belle-flocked-tunic#Pale%20Blue,random
Laura,the-batwing-tee#Black,cara-tee-2#Blush,hard
Laura,the-batwing-tee#Black,cara-tee-2#WhiteBlk,hard
Laura,the-batwing-tee#Black,bertie-top#BlkCherry,random
Jess,ynes#Black,cara-tee-2#Blush,hard
Jess,ynes#Black,cara-tee-2#WhiteBlk,hard
Jess,ynes#Black,monaco-knot-top#HeatheGrey,random
Riina,the-stitch-v-neck-knit#DenimMarle,voyager-stripe-crew#Stripe,hard
Riina,the-stitch-v-neck-knit#DenimMarle,makeover-blouse#LimeGreen,hard
Riina,the-stitch-v-neck-knit#DenimMarle,layered-top-2#White,random
Fiona,the-v-neck-stripe-top#BlkStripe,natural-textured-poncho#Deeprain,hard
Fiona,the-v-neck-stripe-top#BlkStripe,wonderland-blouse#Ink,hard
Fiona,the-v-neck-stripe-top#BlkStripe,grace-oversized-knit#StoneBlack,random
Chelsea,leah-knit-cardigan#WhiteBlk,voyager-stripe-crew#Stripe,hard
Chelsea,leah-knit-cardigan#WhiteBlk,makeover-blouse#LimeGreen,hard
Chelsea,leah-knit-cardigan#WhiteBlk,renee-sweater#Sapphire,random
Riina,the-linen-tie-sleeve-top#GreyMarle,voyager-stripe-crew#Stripe,hard
Riina,the-linen-tie-sleeve-top#GreyMarle,makeover-blouse#LimeGreen,hard
Riina,the-linen-tie-sleeve-top#GreyMarle,block-sweater#Block,random
Emma,drama-top#BlackGrey,voyager-stripe-crew#Stripe,hard
Emma,drama-top#BlackGrey,makeover-blouse#LimeGreen,hard
Emma,drama-top#BlackGrey,zara-top#ZebraPrint,random
Georgia,flying-free-top-3#WhiteBird,voyager-stripe-crew#Stripe,hard
Georgia,flying-free-top-3#WhiteBird,makeover-blouse#LimeGreen,hard
Georgia,flying-free-top-3#WhiteBird,lola-bell-sleeve-top-entangled-vines#Gold,random
Stefania,walk-in-the-park-cardi#Sand,voyager-stripe-crew#Stripe,hard
Stefania,walk-in-the-park-cardi#Sand,makeover-blouse#LimeGreen,hard
Stefania,walk-in-the-park-cardi#Sand,tracie-top#Black,random
Georgia,long-sleeve-softly-swinging-bamboo-tee#Oyster,voyager-stripe-crew#Stripe,hard
Georgia,long-sleeve-softly-swinging-bamboo-tee#Oyster,makeover-blouse#LimeGreen,hard
Georgia,long-sleeve-softly-swinging-bamboo-tee#Oyster,the-cotton-bamboo-tee#DuckEgg,random
Lucy,the-batwing-tee#Black,manhattan-stretch-tee#White,hard
Lucy,the-batwing-tee#Black,manhattan-stretch-tee#Navy,hard
Lucy,the-batwing-tee#Black,monaco-knot-top#HeatheGrey,random
Palatina,oversize-contrast-hood-top#Steel,cara-tee-2#Blush,hard
Palatina,oversize-contrast-hood-top#Steel,cara-tee-2#WhiteBlk,hard
Palatina,oversize-contrast-hood-top#Steel,softly-swinging-bamboo-tee#White,random
Emma,long-sleeve-softly-swinging-bamboo-tee#Storm,voyager-stripe-crew#Stripe,hard
Emma,long-sleeve-softly-swinging-bamboo-tee#Storm,makeover-blouse#LimeGreen,hard
Emma,long-sleeve-softly-swinging-bamboo-tee#Storm,germaine-blouse#Pearl,random
Laura,34-sleeve-shirt-1#SkyWhite,cara-tee-2#Blush,hard
Laura,34-sleeve-shirt-1#SkyWhite,cara-tee-2#WhiteBlk,hard
Laura,34-sleeve-shirt-1#SkyWhite,holly-rib-long-sleeve-tee#WhiteGrey,random
Charlotte,natural-textured-poncho#Deeprain,voyager-stripe-crew#Stripe,hard
Charlotte,natural-textured-poncho#Deeprain,makeover-blouse#LimeGreen,hard
Charlotte,natural-textured-poncho#Deeprain,laurina-stripe-pullover#NightSky,random
Alex,the-sleeveless-cross-over-blouse#Chambray,voyager-stripe-crew#Stripe,hard
Alex,the-sleeveless-cross-over-blouse#Chambray,makeover-blouse#LimeGreen,hard
Alex,the-sleeveless-cross-over-blouse#Chambray,the-spotted-tunic#GreySpot,random
Emma,forget-me-knot-tunic#ForgetMeK,voyager-stripe-crew#Stripe,hard
Emma,forget-me-knot-tunic#ForgetMeK,makeover-blouse#LimeGreen,hard
Emma,forget-me-knot-tunic#ForgetMeK,ava-short-sleeve-linen-tee#Blush,random
Georgia,softly-swinging-bamboo-tee#Chambray,voyager-stripe-crew#Stripe,hard
Georgia,softly-swinging-bamboo-tee#Chambray,makeover-blouse#LimeGreen,hard
Georgia,softly-swinging-bamboo-tee#Chambray,2-in-1-layered-knit-top#Navy,random
Natalie,the-sleeveless-cross-over-blouse#Black,natural-textured-poncho#Deeprain,hard
Natalie,the-sleeveless-cross-over-blouse#Black,voyager-stripe-crew#Stripe,hard
Natalie,the-sleeveless-cross-over-blouse#Black,sugar-snaps-throw-jacket#Duckegg,random
Jess,softly-swinging-bamboo-tee#BlueJeans,cara-tee-2#Blush,hard
Jess,softly-swinging-bamboo-tee#BlueJeans,cara-tee-2#WhiteBlk,hard
Jess,softly-swinging-bamboo-tee#BlueJeans,the-zip-front-top#Rose,random
Marnee,skipping-stones-tunic#Natural,natural-textured-poncho#Deeprain,hard
